,id_accs,active_deals,activity_count,buyer_book,servicing_contract,investor_type,cmbs,consultant,correspondent,foreign,master_servicer,lender_book,loan_sales_book,loan_servicing,num_deals_as_client,num_deals_as_investor,number_of_properties,number_of_related_deals,number_of_related_properties,number_of_won_deals_as_client,investor_type_IsMissing,id_deals_x,accounting_date,best_initial_bid,id_deals.1,closedate,date_closed,deal_type,deal_update_flag,debt_yield,fiscal,fiscalquarter,fiscalyear,platform,property_group,property_type,id,createdbyid,id_props,building_status,building_tax_expenses,id_deals_y,city,class,county,sale_status,portfolio,market,num_buildings,num_floors,num_parking_spaces,occupancy_rate,price_per_sq_ft,price_per_unit,property_type_1,region__c,sale_amount__c,sale_date__c,size_acres,size_sf,size_units,year_built
1257,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDJmQAM,11/13/2014,0.0,0062A00000moDJmQAM,2/5/2014,11/12/2014 0:00,Property Sale,True,0.0,2014 1,1,2014,Investment Sales,Retail,Retail,a0A2A00000TznRDUAZ,005F0000007WnNDIA0,a0I2A00000XQIkqUAH,,,a0I2A00000XQIkqUAH,City-0530,,County-0502,N,True,Market-0066,2.0,1.0,,88.0,212.81,,Retail,Midwest,55500000.0,11/12/2014,30.39,260801.0,,1992.0
1259,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDJmQAM,11/13/2014,0.0,0062A00000moDJmQAM,2/5/2014,11/12/2014 0:00,Property Sale,True,0.0,2014 1,1,2014,Investment Sales,Retail,Retail,a0A2A00000Tzo3dUAB,005F0000007WnNDIA0,a0I2A00000XQJWAUA5,,,a0I2A00000XQJWAUA5,City-0956,,County-0323,N,True,Market-0120,2.0,1.0,,100.0,300.48,,Retail,Midwest,55500000.0,11/12/2014,19.92,184706.0,,1971.0
1261,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDJmQAM,11/13/2014,0.0,0062A00000moDJmQAM,2/5/2014,11/12/2014 0:00,Property Sale,True,0.0,2014 1,1,2014,Investment Sales,Retail,Retail,a0A2A00000TzoK8UAJ,005F0000007WnNDIA0,a0I2A00000XQJW9UAP,,,a0I2A00000XQJW9UAP,City-1011,,County-0323,N,True,Market-0120,,1.0,,98.0,369.06,,Retail,Midwest,55500000.0,11/12/2014,18.6,150381.0,,1971.0
1263,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDJmQAM,11/13/2014,0.0,0062A00000moDJmQAM,2/5/2014,11/12/2014 0:00,Property Sale,True,0.0,2014 1,1,2014,Investment Sales,Retail,Retail,a0A2A00000Tzr0UUAR,005F0000007WnNDIA0,a0I2A00000XQLLGUA5,,,a0I2A00000XQLLGUA5,City-0603,,County-0464,N,True,Market-0169,2.0,1.0,,100.0,538.69,,Retail,Southwest,55500000.0,11/12/2014,9.2022038,103027.0,,1995.0
1265,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDDaQAM,10/16/2015,0.0,0062A00000moDDaQAM,1/15/2015,10/16/2015 0:00,Property Sale,True,0.0,2015 1,1,2015,Investment Sales,Retail,Retail,a0A2A00000TzpzgUAB,005F0000007WnNDIA0,a0I2A00000XQKzXUAX,,,a0I2A00000XQKzXUAX,City-0019,,County-0051,N,False,Market-0004,,1.0,,95.0,117.57,,Retail,Southwest,21602375.0,10/16/2015,26.0,183738.0,,1990.0
1266,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moD9kQAE,8/28/2014,0.0,0062A00000moD9kQAE,6/2/2014,8/28/2014 0:00,Property Sale,True,0.0,2014 2,2,2014,Investment Sales,Retail,Retail,a0A2A00000Tzr3tUAB,005F0000007WnNDIA0,a0I2A00000XQLvdUAH,,,a0I2A00000XQLvdUAH,City-2179,,County-0450,N,True,Market-0165,2.0,1.0,,100.0,191.95,,Retail,Northeast,27150000.0,8/28/2014,13.99999992,141443.0,,1966.0
1267,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDItQAM,6/30/2017,0.0,0062A00000moDItQAM,7/1/2015,6/30/2017 0:00,Property Sale,True,0.0,2015 3,3,2015,Investment Sales,Retail,Retail,a0A2A00000TzlsVUAR,005F0000007WnNDIA0,a0I2A00000XQHOLUA5,,,a0I2A00000XQHOLUA5,City-1944,,County-0168,N,False,Market-0182,,1.0,,100.0,167.68,,Retail,Northeast,16500000.0,6/30/2017,12.9,98401.0,,1987.0
1268,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDHvQAM,4/30/2008,23500000.0,0062A00000moDHvQAM,3/19/2007,4/30/2008 0:00,Property Sale,True,,2007 1,1,2007,Investment Sales,Retail,Retail,a0A2A00000Tzqk4UAB,005F0000007WnNDIA0,a0I2A00000XQLfAUAX,,,a0I2A00000XQLfAUAX,City-1070,,County-0631,N,False,Market-0125,,,,85.0,99.48,,Retail,Midwest,21375000.0,4/30/2008,,214876.0,,1996.0
1269,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDLYQA2,3/30/2012,118000000.0,0062A00000moDLYQA2,9/2/2011,3/30/2012 0:00,Property Sale,True,0.0,2011 3,3,2011,Investment Sales,Retail,Retail,a0A2A00000Tzl4aUAB,005F0000007WnNDIA0,a0I2A00000XQGjiUAH,Existing,"2007 Tax @ $4.45/sf, 2014 Est Tax @ $7.03/sf; 2011 Est Ops @ $5.18/sf",a0I2A00000XQGjiUAH,City-1857,,County-0160,N,False,Market-0047,2.0,2.0,2100.0,99.0,236.24,,Retail,Midwest,168500000.0,3/16/2015,42.98,713260.0,,1991.0
1271,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDKaQAM,7/21/2014,0.0,0062A00000moDKaQAM,2/4/2014,7/10/2014 0:00,Property Sale,True,0.0,2014 1,1,2014,Investment Sales,Retail,Retail,a0A2A00000TzmTwUAJ,005F0000007WnNDIA0,a0I2A00000XQHvfUAH,Existing,"2012 Tax @ $0.04/sf, 2013 Est Tax @ $2.74/sf; 2011 Ops @ $3.33/sf, 2012 Est Ops @ $2.74/sf",a0I2A00000XQHvfUAH,City-1233,,County-0077,N,True,Market-0151,8.0,1.0,200.0,86.0,174.22,,Retail,Southeast,39250000.0,7/10/2014,34.07,264037.0,,1980.0
1272,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDhAQAU,2/27/2006,7000000.0,0062A00000moDhAQAU,4/29/2005,2/24/2006 0:00,Property Sale,True,0.0,2005 2,2,2005,Investment Sales,Retail,Retail,a0A2A00000TznvCUAR,005F0000007WnNDIA0,a0I2A00000XQJCgUAP,Existing,2009 Tax @ $11.59/sf,a0I2A00000XQJCgUAP,City-0762,,County-0172,N,False,Market-0059,,1.0,100.0,96.0,101.85,6315000.0,Retail,Southwest,6315000.0,2/24/2015,6.3,62000.0,1.0,1991.0
1273,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDKuQAM,11/18/2014,0.0,0062A00000moDKuQAM,1/23/2014,11/4/2014 0:00,Property Sale,True,0.0,2014 1,1,2014,Investment Sales,Retail,Retail,a0A2A00000TzqtmUAB,005F0000007WnNDIA0,a0I2A00000XQLmwUAH,,,a0I2A00000XQLmwUAH,City-1266,,County-0323,N,True,Market-0147,,,,87.0,66.08,,Retail,West,22175000.0,11/4/2014,30.08,335568.0,,1959.0
1274,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDAFQA2,10/8/2014,0.0,0062A00000moDAFQA2,2/5/2014,10/3/2014 0:00,Property Sale,True,0.0,2014 1,1,2014,Investment Sales,Retail,Retail,a0A2A00000TzmTyUAJ,005F0000007WnNDIA0,a0I2A00000XQHvgUAH,Existing,2015 Tax @ $0.80/sf,a0I2A00000XQHvgUAH,City-1092,,County-0502,N,True,Market-0127,,1.0,229.0,19.0,392.68,,Retail,Southeast,21375000.0,10/3/2014,10.5,54434.0,,1988.0
1275,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDAFQA2,10/8/2014,0.0,0062A00000moDAFQA2,2/5/2014,10/3/2014 0:00,Property Sale,True,0.0,2014 1,1,2014,Investment Sales,Retail,Retail,a0A2A00000TzqzRUAR,005F0000007WnNDIA0,a0I2A00000XQLrUUAX,,,a0I2A00000XQLrUUAX,City-1502,,County-0403,Y,True,Market-0167,1.0,1.0,,81.0,127.68,,Retail,Southeast,21375000.0,10/3/2014,25.5,260419.0,,1981.0
1276,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDIaQAM,11/17/2014,0.0,0062A00000moDIaQAM,2/5/2014,11/12/2014 0:00,Property Sale,True,0.0,2014 1,1,2014,Investment Sales,Retail,Retail,a0A2A00000TzoXZUAZ,005F0000007WnNDIA0,a0I2A00000XQJkgUAH,,,a0I2A00000XQJkgUAH,City-0019,,County-0051,N,True,Market-0004,,1.0,,91.0,128.59,,Retail,Southwest,7700000.0,11/12/2014,4.77,59881.0,,1975.0
1277,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDh5QAE,12/27/2006,38700000.0,0062A00000moDh5QAE,5/1/2006,12/22/2006 0:00,Property Sale,True,,2006 2,2,2006,Investment Sales,Retail,Retail,a0A2A00000Tzp2NUAR,005F0000007WnNDIA0,a0I2A00000XQKC7UAP,,,a0I2A00000XQKC7UAP,City-1875,,County-0053,N,False,Market-0204,,,,,206.18,,Retail,Southwest,38700000.0,12/22/2006,,187703.0,,2005.0
1278,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDGMQA2,6/14/2011,4800000.0,0062A00000moDGMQA2,12/21/2010,6/8/2011 0:00,Property Sale,True,,2010 4,4,2010,Investment Sales,Retail,Retail,a0A2A00000TzowHUAR,005F0000007WnNDIA0,a0I2A00000XQK6XUAX,,,a0I2A00000XQK6XUAX,City-1789,,County-0550,Y,False,Market-0112,2.0,1.0,,100.0,76.21,1181250.0,Retail,Southeast,4725000.0,6/8/2011,1.45,62000.0,4.0,1988.0
1279,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDDGQA2,7/18/2016,0.0,0062A00000moDDGQA2,4/17/2015,7/15/2016 0:00,Property Sale,True,0.0,2015 2,2,2015,Investment Sales,Retail,Retail,a0A2A00000TzkzLUAR,005F0000007WnNDIA0,a0I2A00000XQGaDUAX,Existing,2012 Tax @ $2.25/sf,a0I2A00000XQGaDUAX,City-1086,,County-0068,N,False,Market-0106,2.0,1.0,358.0,75.0,186.57,,Retail,Southwest,6524123.0,7/15/2016,3.44,34969.0,,2006.0
1280,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDgXQAU,6/7/2007,36301049.0,0062A00000moDgXQAU,12/23/2006,6/7/2007 0:00,Property Sale,True,,2006 4,4,2006,Investment Sales,Retail,Retail,a0A2A00000Tzkn6UAB,005F0000007WnNDIA0,a0I2A00000XQGQZUA5,,,a0I2A00000XQGQZUA5,City-0936,,County-0284,N,False,Market-0106,,,,98.0,19.84,,Retail,Southwest,3630149.0,6/7/2007,,183000.0,,2003.0
1281,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDKLQA2,9/20/2016,4600000.0,0062A00000moDKLQA2,2/5/2016,9/19/2016 0:00,Property Sale,True,0.0,2016 1,1,2016,Investment Sales,Retail,Retail,a0A2A00000TzmxaUAB,005F0000007WnNDIA0,a0I2A00000XQIM0UAP,Existing,,a0I2A00000XQIM0UAP,City-0936,,County-0284,N,False,Market-0106,1.0,1.0,320.0,100.0,47.67,,Retail,Southwest,4600000.0,9/19/2016,8.18,96500.0,,1993.0
1282,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDhKQAU,8/11/2009,0.0,0062A00000moDhKQAU,2/20/2009,8/10/2009 0:00,Fixed-rate,True,0.0,2009 1,1,2009,Debt,Retail,Retail,a0A2A00000TzmNFUAZ,005F0000007WnNDIA0,a0I2A00000XQHpPUAX,Existing,2011 Tax @ $2.52/sf,a0I2A00000XQHpPUAX,City-2073,,County-0385,N,False,Market-0140,5.0,1.0,1092.0,100.0,113.4,1125000.0,Retail,West,27000000.0,3/18/1993,17.29,238095.0,24.0,1973.0
1283,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDArQAM,9/4/2012,0.0,0062A00000moDArQAM,5/9/2012,9/4/2012 0:00,Fixed-rate,True,16.0,2012 2,2,2012,Debt,Retail,Retail,a0A2A00000TzmNAUAZ,005F0000007WnNDIA0,a0I2A00000XQHpPUAX,Existing,2011 Tax @ $2.52/sf,a0I2A00000XQHpPUAX,City-2073,,County-0385,N,False,Market-0140,5.0,1.0,1092.0,100.0,113.4,1125000.0,Retail,West,27000000.0,3/18/1993,17.29,238095.0,24.0,1973.0
1284,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDIpQAM,8/31/2012,0.0,0062A00000moDIpQAM,8/18/2011,8/30/2012 0:00,Property Sale,True,0.0,2011 3,3,2011,Investment Sales,Retail,Retail,a0A2A00000TzoscUAB,005F0000007WnNDIA0,a0I2A00000XQK0PUAX,,,a0I2A00000XQK0PUAX,City-1846,,County-0578,N,False,Market-0211,,1.0,,82.0,177.59,,Retail,Southeast,11600000.0,8/30/2012,12.3,65320.0,,2003.0
1285,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDFwQAM,5/18/2012,0.0,0062A00000moDFwQAM,2/9/2012,5/16/2012 0:00,Fixed-rate,True,14.0,2012 1,1,2012,Debt,Retail,Retail,a0A2A00000Tzo0OUAR,005F0000007WnNDIA0,a0I2A00000XQJHMUA5,Existing,2016 Tax @ $1.40/sf,a0I2A00000XQJHMUA5,City-0219,,County-0478,N,False,Market-0248,1.0,1.0,700.0,99.0,46.17,,Retail,Southeast,9000000.0,5/16/2012,17.44,194924.0,,1982.0
1286,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDBjQAM,12/17/2012,0.0,0062A00000moDBjQAM,3/30/2012,12/11/2012 0:00,Property Sale,True,0.0,2012 1,1,2012,Investment Sales,Retail,Retail,a0A2A00000TzlDJUAZ,005F0000007WnNDIA0,a0I2A00000XQGonUAH,,,a0I2A00000XQGonUAH,City-1532,,County-0471,N,False,Market-0171,,1.0,,54.0,36.86,,Retail,Southeast,4175000.0,12/11/2012,10.1,113262.0,,1967.0
1287,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDL4QAM,7/17/2012,0.0,0062A00000moDL4QAM,2/16/2012,7/17/2012 0:00,Property Sale,True,0.0,2012 1,1,2012,Investment Sales,Retail,Retail,a0A2A00000TzqZ2UAJ,005F0000007WnNDIA0,a0I2A00000XQLVUUA5,,,a0I2A00000XQLVUUA5,City-0063,,County-0471,N,False,Market-0171,,1.0,,97.0,93.75,,Retail,Southeast,6125000.0,7/17/2012,7.95,65333.0,,1986.0
1288,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDJSQA2,12/30/2015,11300000.0,0062A00000moDJSQA2,6/23/2015,12/30/2015 0:00,Property Sale,True,0.0,2015 2,2,2015,Investment Sales,Retail,Retail,a0A2A00000TzmlVUAR,005F0000007WnNDIA0,a0I2A00000XQIAtUAP,Existing,2008 Tax @ $0.30/sf,a0I2A00000XQIAtUAP,City-1297,,County-0471,N,False,Market-0165,1.0,2.0,5724.0,100.0,150.0,,Retail,Northeast,12000000.0,12/30/2015,80.0,80000.0,,2000.0
1289,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDJ8QAM,6/16/2016,0.0,0062A00000moDJ8QAM,11/9/2015,6/16/2016 0:00,Property Sale,True,0.0,2015 4,4,2015,Investment Sales,Retail,Retail,a0A2A00000TzoGfUAJ,005F0000007WnNDIA0,a0I2A00000XQJVOUA5,Existing,2011 Tax @ $0.03/sf,a0I2A00000XQJVOUA5,City-1532,,County-0471,N,False,Market-0171,,1.0,654.0,65.0,45.46,,Retail,Southeast,6000000.0,6/16/2016,12.2,131981.0,,1970.0
1290,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDKQQA2,1/21/2014,0.0,0062A00000moDKQQA2,10/24/2012,1/21/2014 0:00,Property Sale,True,0.0,2012 4,4,2012,Investment Sales,Retail,Retail,a0A2A00000TzpLOUAZ,005F0000007WnNDIA0,a0I2A00000XQKS5UAP,,,a0I2A00000XQKS5UAP,City-2029,,County-0301,N,False,Market-0232,,,,94.0,112.2,,Retail,Southeast,11242000.0,1/21/2014,,100200.0,,1986.0
1291,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDJwQAM,9/21/2015,1250000.0,0062A00000moDJwQAM,4/30/2015,9/17/2015 0:00,Property Sale,True,0.0,2015 2,2,2015,Investment Sales,Retail,Retail,a0A2A00000TzlpQUAR,005F0000007WnNDIA0,a0I2A00000XQHLnUAP,Existing,2016 Tax @ $0.87/sf,a0I2A00000XQHLnUAP,City-2227,,County-0010,N,False,Market-0179,1.0,1.0,350.0,100.0,14.83,416666.67,Retail,Mid-Atlantic,1250000.0,9/17/2015,8.0,84279.0,3.0,1980.0
1292,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDKfQAM,4/13/2012,0.0,0062A00000moDKfQAM,9/29/2011,4/13/2012 0:00,Fixed-rate,True,0.0,2011 3,3,2011,Debt,Retail,Retail,a0A2A00000TzmBeUAJ,005F0000007WnNDIA0,a0I2A00000XQHg2UAH,,,a0I2A00000XQHg2UAH,City-1503,,County-0562,N,False,Market-0205,,,,85.0,,,Retail,West,,,,92378.0,,1987.0
1293,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDLOQA2,2/3/2012,0.0,0062A00000moDLOQA2,9/29/2011,2/3/2012 0:00,Fixed-rate,True,0.0,2011 3,3,2011,Debt,Retail,Retail,a0A2A00000TzmHlUAJ,005F0000007WnNDIA0,a0I2A00000XQHlmUAH,Existing,2015 Tax @ $1.23/sf,a0I2A00000XQHlmUAH,City-1336,,County-0385,N,False,Market-0140,4.0,1.0,100.0,98.0,176.56,,Retail,West,25140000.0,10/30/2000,1.2219,142387.0,,1992.0
1294,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDKpQAM,4/14/2009,0.0,0062A00000moDKpQAM,12/11/2008,4/10/2009 0:00,Floating-Rate,True,0.0,2008 4,4,2008,Debt,Retail,Retail,a0A2A00000TznuPUAR,005F0000007WnNDIA0,a0I2A00000XQJBoUAP,,,a0I2A00000XQJBoUAP,City-1486,,County-0401,N,False,Market-0206,,,,95.0,77.69,,Retail,West,10399346.51,10/15/2009,11.3,133860.0,,1967.0
1295,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDIeQAM,8/19/2011,0.0,0062A00000moDIeQAM,3/11/2011,8/18/2011 0:00,Fixed-rate,True,0.0,2011 1,1,2011,Debt,Retail,Retail,a0A2A00000TzovWUAR,005F0000007WnNDIA0,a0I2A00000XQK5wUAH,Existing,2016 Tax @ $3.73/sf,a0I2A00000XQK5wUAH,City-1813,,County-0562,N,False,Market-0205,,1.0,55.0,86.0,,,Retail,West,,,0.8,59414.0,,1987.0
1296,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDFlQAM,8/19/2011,0.0,0062A00000moDFlQAM,3/11/2011,8/18/2011 0:00,Fixed-rate,True,0.0,2011 1,1,2011,Debt,Retail,Retail,a0A2A00000TzovVUAR,005F0000007WnNDIA0,a0I2A00000XQK5wUAH,Existing,2016 Tax @ $3.73/sf,a0I2A00000XQK5wUAH,City-1813,,County-0562,N,False,Market-0205,,1.0,55.0,86.0,,,Retail,West,,,0.8,59414.0,,1987.0
1297,0012A000023YAtbQAG,91,68045,True,False,1,False,False,False,False,False,True,True,False,70,21,1124,145,1166,52,False,0062A00000moDheQAE,6/8/2009,0.0,0062A00000moDheQAE,12/31/2008,5/29/2009 0:00,Fixed-rate,True,0.0,2008 4,4,2008,Debt,Retail,Retail,a0A2A00000TznFCUAZ,005F0000007WnNDIA0,a0I2A00000XQIZqUAP,,,a0I2A00000XQIZqUAP,City-1829,,County-0159,N,False,Market-0206,,,,95.0,,,Retail,West,,,,41913.0,,1988.0
1370,0012A000023YE0MQAW,8,37156,True,False,1,False,False,False,False,False,True,True,False,3,5,62,26,65,3,False,0062A00000moHHDQA2,5/2/2013,0.0,0062A00000moHHDQA2,11/30/2012,5/1/2013 0:00,Property Sale,True,0.0,2012 4,4,2012,Investment Sales,Office,Office,a0A2A00000Tzpo3UAB,005F0000007WnNDIA0,a0I2A00000XQKpvUAH,Existing,"2016 Tax @ $7.63/sf; 2010 Ops @ $12.15/sf, 2013 Est Ops @ $11.50/sf",a0I2A00000XQKpvUAH,City-0936,Class A,County-0284,N,True,Market-0106,1.0,6.0,755.0,100.0,325.69,,Office,Southwest,48750000.0,5/1/2013,5.355,149683.0,,1999.0
1373,0012A000023YE0MQAW,8,37156,True,False,1,False,False,False,False,False,True,True,False,3,5,62,26,65,3,False,0062A00000moHQhQAM,3/28/2013,0.0,0062A00000moHQhQAM,9/24/2012,3/28/2013 0:00,Property Sale,True,0.0,2012 3,3,2012,Investment Sales,Office,Office,a0A2A00000TzpjpUAB,005F0000007WnNDIA0,a0I2A00000XQK5nUAH,Existing,"2016 Tax @ $0.74/sf, 2011 Est Tax @ $2.09/sf",a0I2A00000XQK5nUAH,City-1943,Class A,County-0420,N,False,Market-0165,1.0,3.0,932.0,0.0,16.9,,Office,Northeast,4000000.0,3/28/2013,34.5,236710.0,,1975.0
1374,0012A000023YE0MQAW,8,37156,True,False,1,False,False,False,False,False,True,True,False,3,5,62,26,65,3,False,0062A00000moHQNQA2,6/19/2017,0.0,0062A00000moHQNQA2,3/31/2016,6/16/2017 0:00,Property Sale,True,0.0,2016 1,1,2016,Investment Sales,Office,Office,a0A2A00000U0du4UAB,005F0000007WnNDIA0,a0I2A00000XwHJYUA3,,,a0I2A00000XwHJYUA3,City-1846,Class A,County-0578,N,False,Market-0211,1.0,3.0,,94.0,158.24,,Office,Southeast,23500000.0,6/16/2017,,148504.0,,1999.0
1381,0012A000023YCBzQAO,24,8967,True,False,1,False,False,False,False,False,True,True,False,16,8,23,32,38,10,False,0062A00000moCl6QAE,6/22/2016,0.0,0062A00000moCl6QAE,5/22/2015,6/15/2016 0:00,Property Sale,True,0.0,2015 2,2,2015,Investment Sales,Office,Office,a0A2A00000Tzqu1UAB,005F0000007WnNDIA0,a0I2A00000XQLMgUAP,Existing,"2015 Tax @ $6.77/sf, 2014 Est Tax @ $6.27/sf; 2015 Ops @ $9.20/sf, 2014 Est Ops @ $8.69/sf",a0I2A00000XQLMgUAP,City-0376,Class A,County-0160,N,False,Market-0047,1.0,39.0,325.0,72.0,187.38,,Office,Midwest,191000000.0,6/17/2016,2.45,1019325.0,,1984.0
1382,0012A000023Xo6pQAC,47,40339,True,False,1,False,False,False,True,False,True,True,False,33,14,3,134,12,33,False,0062A00000moTrnQAE,7/13/2011,0.0,0062A00000moTrnQAE,9/14/2010,7/11/2011 0:00,Fixed-rate,True,0.0,2010 3,3,2010,Debt,Office,Office,a0A2A00000TzqtzUAB,005F0000007WnNDIA0,a0I2A00000XQLMgUAP,Existing,"2015 Tax @ $6.77/sf, 2014 Est Tax @ $6.27/sf; 2015 Ops @ $9.20/sf, 2014 Est Ops @ $8.69/sf",a0I2A00000XQLMgUAP,City-0376,Class A,County-0160,N,False,Market-0047,1.0,39.0,325.0,72.0,187.38,,Office,Midwest,191000000.0,6/17/2016,2.45,1019325.0,,1984.0
1383,0012A000023XoRaQAK,61,64440,True,False,1,False,False,False,False,False,True,True,False,45,16,46,79,54,43,False,0062A00000moSt5QAE,7/17/2006,,0062A00000moSt5QAE,4/3/2006,7/14/2006 0:00,Fixed-rate,True,,2006 2,2,2006,Debt,Office,Office,a0A2A00000Tzqu0UAB,005F0000007WnNDIA0,a0I2A00000XQLMgUAP,Existing,"2015 Tax @ $6.77/sf, 2014 Est Tax @ $6.27/sf; 2015 Ops @ $9.20/sf, 2014 Est Ops @ $8.69/sf",a0I2A00000XQLMgUAP,City-0376,Class A,County-0160,N,False,Market-0047,1.0,39.0,325.0,72.0,187.38,,Office,Midwest,191000000.0,6/17/2016,2.45,1019325.0,,1984.0
1385,0012A000023YCBzQAO,24,8967,True,False,1,False,False,False,False,False,True,True,False,16,8,23,32,38,10,False,0062A00000moCe6QAE,12/16/2015,0.0,0062A00000moCe6QAE,8/17/2015,12/16/2015 0:00,Property Sale,True,0.0,2015 3,3,2015,Investment Sales,Land,Land,a0A2A00000TzmqqUAB,005F0000007WnNDIA0,a0I2A00000XQIFxUAP,,,a0I2A00000XQIFxUAP,City-0090,,County-0636,N,False,Market-0016,,,,,,,Land,Southwest,4250000.0,12/16/2015,1.5,,,
1386,0012A000023YCBzQAO,24,8967,True,False,1,False,False,False,False,False,True,True,False,16,8,23,32,38,10,False,0062A00000moCGOQA2,11/15/2013,177500000.0,0062A00000moCGOQA2,5/31/2013,11/14/2013 0:00,Property Sale,True,0.0,2013 2,2,2013,Investment Sales,Office,Office,a0A2A00000Tzo5YUAR,005F0000007WnNDIA0,a0I2A00000XQJH0UAP,Existing,"2014 Tax @ $5.72/sf, 2016 Est Tax @ $7.27/sf; 2014 Ops @ $9.05/sf, 2016 Est Ops @ $9.42/sf",a0I2A00000XQJH0UAP,City-0376,Class B,County-0160,N,True,Market-0047,1.0,22.0,,94.0,527.44,,Office,Midwest,361000000.0,11/14/2013,2.1,684443.0,,1965.0
