,id_accs,active_deals,activity_count,buyer_book,servicing_contract,investor_type,cmbs,consultant,correspondent,foreign,master_servicer,lender_book,loan_sales_book,loan_servicing,num_deals_as_client,num_deals_as_investor,number_of_properties,number_of_related_deals,number_of_related_properties,number_of_won_deals_as_client,investor_type_IsMissing,id_deals_x,accounting_date,best_initial_bid,id_deals.1,closedate,date_closed,deal_type,deal_update_flag,debt_yield,fiscal,fiscalquarter,fiscalyear,platform,property_group,property_type,id,createdbyid,id_props,building_status,building_tax_expenses,id_deals_y,city,class,county,sale_status,portfolio,market,num_buildings,num_floors,num_parking_spaces,occupancy_rate,price_per_sq_ft,price_per_unit,property_type_1,region__c,sale_amount__c,sale_date__c,size_acres,size_sf,size_units,year_built
214,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSuDQAU,1/23/2015,0.0,0062A00000moSuDQAU,10/2/2014,1/23/2015 0:00,Floating-Rate,True,0.0,2014 4,4,2014,Debt,Multi-Housing,Apartments,a0A2A00000TzrCLUAZ,005F0000007WnNDIA0,a0I2A00000XQM2KUAX,Existing,2016 Tax @ $4214.90/Unit; 2008 Ops @ $7200.00/Unit,a0I2A00000XQM2KUAX,City-0488,Class A,County-0172,N,False,Market-0059,20.0,4.0,,94.0,195.15,206666.67,Multi-Housing,Southwest,31000000.0,1/24/2017,4.08,158850.0,150.0,1995.0
215,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSqLQAU,8/26/2008,0.0,0062A00000moSqLQAU,6/6/2008,8/26/2008 0:00,Fixed-rate,True,0.0,2008 2,2,2008,Debt,Multi-Housing,Apartments,a0A2A00000TzrCNUAZ,005F0000007WnNDIA0,a0I2A00000XQM2KUAX,Existing,2016 Tax @ $4214.90/Unit; 2008 Ops @ $7200.00/Unit,a0I2A00000XQM2KUAX,City-0488,Class A,County-0172,N,False,Market-0059,20.0,4.0,,94.0,195.15,206666.67,Multi-Housing,Southwest,31000000.0,1/24/2017,4.08,158850.0,150.0,1995.0
216,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSvAQAU,1/24/2017,30600000.0,0062A00000moSvAQAU,4/22/2016,1/24/2017 0:00,Property Sale,True,0.0,2016 2,2,2016,Investment Sales,Multi-Housing,Apartments,a0A2A00000TzrCMUAZ,005F0000007WnNDIA0,a0I2A00000XQM2KUAX,Existing,2016 Tax @ $4214.90/Unit; 2008 Ops @ $7200.00/Unit,a0I2A00000XQM2KUAX,City-0488,Class A,County-0172,N,False,Market-0059,20.0,4.0,,94.0,195.15,206666.67,Multi-Housing,Southwest,31000000.0,1/24/2017,4.08,158850.0,150.0,1995.0
217,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moStnQAE,5/2/2014,0.0,0062A00000moStnQAE,11/4/2013,5/1/2014 0:00,Fixed-rate,True,0.0,2013 4,4,2013,Debt,Multi-Housing,Apartments,a0A2A00000Tzp19UAB,005F0000007WnNDIA0,a0I2A00000XQKAjUAP,,,a0I2A00000XQKAjUAP,City-0810,Class A,County-0624,N,True,Market-0059,,,,95.0,,,Multi-Housing,Southwest,,,,221584.0,220.0,1996.0
218,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSr0QAE,5/22/2006,0.0,0062A00000moSr0QAE,1/11/2006,5/15/2006 0:00,Fixed-rate,True,0.0,2006 1,1,2006,Debt,Multi-Housing,Apartments,a0A2A00000Tzp18UAB,005F0000007WnNDIA0,a0I2A00000XQKAjUAP,,,a0I2A00000XQKAjUAP,City-0810,Class A,County-0624,N,True,Market-0059,,,,95.0,,,Multi-Housing,Southwest,,,,221584.0,220.0,1996.0
219,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSgVQAU,5/2/2014,0.0,0062A00000moSgVQAU,9/16/2013,5/1/2014 0:00,Fixed-rate,True,10.31,2013 3,3,2013,Debt,Multi-Housing,Apartments,a0A2A00000TzpD8UAJ,005F0000007WnNDIA0,a0I2A00000XQKLGUA5,Existing,,a0I2A00000XQKLGUA5,City-1731,Class A,County-0529,N,True,Market-0140,12.0,,,88.0,146679.69,146679.69,Multi-Housing,West,37550000.0,12/22/2011,5.74,256.0,256.0,2004.0
220,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moStEQAU,5/2/2014,0.0,0062A00000moStEQAU,5/2/2014,5/1/2014 0:00,Fixed-rate,True,12.79,2014 2,2,2014,Debt,Multi-Housing,Apartments,a0A2A00000TzqUWUAZ,005F0000007WnNDIA0,a0I2A00000XQLRzUAP,Existing,2014 Tax @ $2223.60/Unit,a0I2A00000XQLRzUAP,City-0071,Class A,County-0160,N,True,Market-0047,2.0,3.0,250.0,97.0,,,Multi-Housing,Midwest,,,12.2019,192984.0,204.0,1988.0
221,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSblQAE,4/30/2008,0.0,0062A00000moSblQAE,11/28/2006,4/23/2008 0:00,Fixed-rate,True,0.0,2006 4,4,2006,Debt,Multi-Housing,Apartments,a0A2A00000TzqUaUAJ,005F0000007WnNDIA0,a0I2A00000XQLRzUAP,Existing,2014 Tax @ $2223.60/Unit,a0I2A00000XQLRzUAP,City-0071,Class A,County-0160,N,True,Market-0047,2.0,3.0,250.0,97.0,,,Multi-Housing,Midwest,,,12.2019,192984.0,204.0,1988.0
222,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moStEQAU,5/2/2014,0.0,0062A00000moStEQAU,5/2/2014,5/1/2014 0:00,Fixed-rate,True,12.79,2014 2,2,2014,Debt,Multi-Housing,Apartments,a0A2A00000TzqZCUAZ,005F0000007WnNDIA0,a0I2A00000XQLVfUAP,,,a0I2A00000XQLVfUAP,City-1738,Class A,County-0461,N,True,Market-0067,,,,,95.52,108490.57,Retail,Midwest,28750000.0,3/15/2001,,300975.0,265.0,1998.0
223,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSiqQAE,9/21/2004,0.0,0062A00000moSiqQAE,4/16/2004,9/15/2004 0:00,Floating-Rate,True,0.0,2004 2,2,2004,Debt,Multi-Housing,Apartments,a0A2A00000TzlyuUAB,005F0000007WnNDIA0,a0I2A00000XQHUaUAP,Existing,,a0I2A00000XQHUaUAP,City-0427,Class A,County-0209,N,False,Market-0052,20.0,3.0,,,109186.75,109186.75,Multi-Housing,West,36250000.0,5/31/2004,,332.0,332.0,2003.0
224,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSqGQAU,7/31/2006,0.0,0062A00000moSqGQAU,6/28/2006,7/27/2006 0:00,Fixed-rate,True,0.0,2006 2,2,2006,Debt,Multi-Housing,Apartments,a0A2A00000TznH3UAJ,005F0000007WnNDIA0,a0I2A00000XQIbOUAX,Existing,2016 Tax @ $1263.62/Unit,a0I2A00000XQIbOUAX,City-0328,Class A,County-0657,N,False,Market-0188,10.0,3.0,615.0,96.0,81.01,85151.52,Multi-Housing,Mid-Atlantic,28100000.0,6/25/2009,16.94,346874.0,330.0,2000.0
225,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSuWQAU,5/26/2011,0.0,0062A00000moSuWQAU,3/17/2011,5/25/2011 0:00,Fixed-rate,True,0.0,2011 1,1,2011,Debt,Multi-Housing,Apartments,a0A2A00000TzowWUAR,005F0000007WnNDIA0,a0I2A00000XQK6gUAH,Existing,2016 Tax @ $2942.47/Unit,a0I2A00000XQK6gUAH,City-1555,Class A,County-0478,N,False,Market-0248,23.0,2.0,704.0,97.0,137784.09,137784.09,Multi-Housing,Southeast,48500000.0,4/8/2016,22.51,352.0,352.0,1996.0
226,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSsfQAE,2/19/2007,0.0,0062A00000moSsfQAE,1/8/2007,2/16/2007 0:00,Fixed-rate,True,0.0,2007 1,1,2007,Debt,Multi-Housing,Apartments,a0A2A00000TzqS9UAJ,005F0000007WnNDIA0,a0I2A00000XQLXhUAP,Existing,2016 Tax @ $1407.72/Unit,a0I2A00000XQLXhUAP,City-0180,Class A,County-0420,N,False,Market-0032,7.0,4.0,72.0,50.0,215.06,293209.88,Multi-Housing,Northeast,80200000.0,3/1/2007,15.0,441728.0,324.0,2006.0
227,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSeSQAU,4/4/2007,19500000.0,0062A00000moSeSQAU,8/25/2006,4/3/2007 0:00,Property Sale,True,,2006 3,3,2006,Investment Sales,Multi-Housing,Apartments,a0A2A00000TzqN9UAJ,005F0000007WnNDIA0,a0I2A00000XQLKwUAP,,,a0I2A00000XQLKwUAP,City-2244,Class B,County-0170,N,False,Market-0051,,3.0,,96.0,71.1,74444.44,Multi-Housing,Midwest,20100000.0,4/3/2007,,282720.0,270.0,1987.0
228,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSmDQAU,5/22/2006,0.0,0062A00000moSmDQAU,1/12/2006,5/15/2006 0:00,Fixed-rate,True,0.0,2006 1,1,2006,Debt,Multi-Housing,Apartments,a0A2A00000TzlQAUAZ,005F0000007WnNDIA0,a0I2A00000XQGzgUAH,Existing,2016 Tax @ $2606.67/Unit,a0I2A00000XQGzgUAH,City-0970,Class A,County-0172,N,True,Market-0059,17.0,3.0,400.0,94.0,102.11,159090.91,Multi-Housing,Southwest,49000000.0,12/8/2016,4.82,479859.0,308.0,1997.0
229,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSl0QAE,9/6/2005,0.0,0062A00000moSl0QAE,5/17/2004,9/6/2005 0:00,Property Sale,True,,2004 2,2,2004,Investment Sales,Multi-Housing,Apartments,a0A2A00000Tzn7UUAR,005F0000007WnNDIA0,a0I2A00000XQIXGUA5,,,a0I2A00000XQIXGUA5,City-1857,Class A,County-0160,N,False,Market-0047,6.0,3.0,,100.0,111.89,54172.92,Multi-Housing,Midwest,33208000.0,4/1/2007,12.13,296792.0,613.0,1972.0
230,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSmXQAU,9/17/2003,0.0,0062A00000moSmXQAU,6/9/2003,9/17/2003 0:00,Floating-Rate,True,,2003 2,2,2003,Debt,Multi-Housing,Apartments,a0A2A00000Tzn7WUAR,005F0000007WnNDIA0,a0I2A00000XQIXGUA5,,,a0I2A00000XQIXGUA5,City-1857,Class A,County-0160,N,False,Market-0047,6.0,3.0,,100.0,111.89,54172.92,Multi-Housing,Midwest,33208000.0,4/1/2007,12.13,296792.0,613.0,1972.0
232,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSNeQAM,5/22/2006,0.0,0062A00000moSNeQAM,1/11/2006,5/15/2006 0:00,Fixed-rate,True,0.0,2006 1,1,2006,Debt,Multi-Housing,Apartments,a0A2A00000TznuqUAB,005F0000007WnNDIA0,a0I2A00000XQJCBUA5,Existing,2011 Tax @ $804.88/Unit; 2011 Ops @ $3595.12/Unit,a0I2A00000XQJCBUA5,City-1168,Class B,County-0326,N,True,Market-0065,21.0,2.0,257.0,95.0,115.95,99796.75,Multi-Housing,West,24550000.0,4/29/2011,14.815,211724.0,246.0,1997.0
233,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSmAQAU,8/4/2011,0.0,0062A00000moSmAQAU,4/15/2011,8/3/2011 0:00,Floating-Rate,True,0.0,2011 2,2,2011,Debt,Multi-Housing,Apartments,a0A2A00000Tzn4rUAB,005F0000007WnNDIA0,a0I2A00000XQIShUAP,,,a0I2A00000XQIShUAP,City-2029,Class A,County-0301,N,False,Market-0232,1.0,5.0,,94.0,41.69,40476.19,Multi-Housing,Southeast,8500000.0,7/31/2006,3.51,203891.0,210.0,2010.0
234,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSsGQAU,10/29/2010,0.0,0062A00000moSsGQAU,8/26/2010,10/29/2010 0:00,Fixed-rate,True,0.0,2010 3,3,2010,Debt,Multi-Housing,Apartments,a0A2A00000Tzn65UAB,005F0000007WnNDIA0,a0I2A00000XQITWUA5,Existing,2016 Tax @ $2483.14/Unit,a0I2A00000XQITWUA5,City-0661,Class A,County-0219,N,False,Market-0245,23.0,2.0,570.0,,103.91,104225.35,Multi-Housing,Mid-Atlantic,29600000.0,4/15/1999,13.204,284849.0,284.0,2000.0
235,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSeoQAE,4/10/2012,0.0,0062A00000moSeoQAE,12/9/2011,4/9/2012 0:00,Fixed-rate,True,0.0,2011 4,4,2011,Debt,Multi-Housing,Apartments,a0A2A00000TzkjxUAB,005F0000007WnNDIA0,a0I2A00000XQGNlUAP,Existing,2015 Tax @ $2137.03/Unit,a0I2A00000XQGNlUAP,City-1465,Class A,County-0420,N,False,Market-0032,11.0,3.0,430.0,93.0,,,Multi-Housing,Northeast,,,47.78,388660.0,406.0,2008.0
236,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSqzQAE,1/15/2010,0.0,0062A00000moSqzQAE,8/26/2009,1/14/2010 0:00,Floating-Rate,True,,2009 3,3,2009,Debt,Multi-Housing,Apartments,a0A2A00000TzqkEUAR,005F0000007WnNDIA0,a0I2A00000XQLf3UAH,Existing,2016 Tax @ $1520.56/Unit,a0I2A00000XQLf3UAH,City-0032,Class B,County-0239,N,True,Market-0013,18.0,3.0,200.0,96.0,103551.14,103551.14,Multi-Housing,Southeast,36450000.0,12/31/2005,10.86999,352.0,352.0,1995.0
237,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSuqQAE,4/13/2017,0.0,0062A00000moSuqQAE,8/22/2016,4/13/2017 0:00,Property Sale,True,0.0,2016 3,3,2016,Investment Sales,Multi-Housing,Apartments,a0A2A00000TzleuUAB,005F0000007WnNDIA0,a0I2A00000XQHCXUA5,Existing,"2010 Tax @ $1.20/sf, 2011 Est Tax @ $1.01/sf; 2010 Ops @ $4.71/sf, 2011 Est Ops @ $4.88/sf",a0I2A00000XQHCXUA5,City-0638,Class A,County-0021,N,False,Market-0065,2.0,3.0,,,240.87,221461.19,Multi-Housing,West,97000000.0,4/13/2017,10.21,402706.0,438.0,2001.0
238,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moStxQAE,8/20/2014,0.0,0062A00000moStxQAE,2/3/2014,8/19/2014 0:00,Property Sale,True,0.0,2014 1,1,2014,Investment Sales,Multi-Housing,Apartments,a0A2A00000TzmTZUAZ,005F0000007WnNDIA0,a0I2A00000XQHveUAH,Existing,2016 Tax @ $1267.07/Unit; 2013 Ops @ $2876.89/Unit,a0I2A00000XQHveUAH,City-0906,Class B,County-0667,N,False,Market-0183,20.0,3.0,891.0,95.0,272.37,250000.0,Multi-Housing,West,120000000.0,8/22/2017,21.44,440575.0,480.0,1995.0
239,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSugQAE,1/30/2015,0.0,0062A00000moSugQAE,6/10/2014,1/30/2015 0:00,Property Sale,True,0.0,2014 2,2,2014,Investment Sales,Multi-Housing,Apartments,a0A2A00000TzrJuUAJ,005F0000007WnNDIA0,a0I2A00000XQM8vUAH,Existing,2015 Tax @ $13183.0/Unit; 2011 Est Ops @ $12216.8/Unit,a0I2A00000XQM8vUAH,City-1415,Class A,County-0452,N,False,Market-0165,2.0,20.0,,98.0,803.74,789.9,Multi-Housing,Northeast,75000000.0,2/2/2015,0.11101,93314.0,94949.0,2001.0
242,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSjoQAE,9/29/2005,0.0,0062A00000moSjoQAE,4/12/2005,9/29/2005 0:00,Property Sale,True,,2005 2,2,2005,Investment Sales,Office,Office,a0A2A00000TzqOnUAJ,005F0000007WnNDIA0,a0I2A00000XQLMdUAP,Existing,2016 Tax @ $3.88/sf,a0I2A00000XQLMdUAP,City-0053,Class A,County-0313,N,False,Market-0165,1.0,3.0,300.0,100.0,172.26,,Office,Northeast,18100000.0,5/19/2014,10.436,105074.0,,1999.0
243,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSmNQAU,,,0062A00000moSmNQAU,7/20/2007,9/28/2007 0:00,Fixed-rate,True,,2007 3,3,2007,Debt,Office,Office,a0A2A00000Tzp70UAB,005F0000007WnNDIA0,a0I2A00000XQKG2UAP,Existing,"2016 Tax @ $1.99/sf, 2013 Est Tax @ $1.41/sf; 2012 Ops @ $5.68/sf, 2013 Est Ops @ $5.75/sf",a0I2A00000XQKG2UAP,City-1575,Class B,County-0435,Y,False,Market-0165,1.0,3.0,,47.0,81.26,,Office,Northeast,26800000.0,7/7/2006,13.154000000000002,196894.0,,1987.0
244,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSulQAE,2/13/2015,24500000.0,0062A00000moSulQAE,3/12/2014,2/12/2015 0:00,Property Sale,True,0.0,2014 1,1,2014,Investment Sales,Office,Office,a0A2A00000Tzlm7UAB,005F0000007WnNDIA0,a0I2A00000XQHImUAP,Existing,2015 Tax @ $4.17/sf,a0I2A00000XQHImUAP,City-0088,Class B,County-0021,N,True,Market-0065,1.0,3.0,525.0,100.0,143.81,,Office,West,25300000.0,2/12/2015,8.0,175924.0,,2001.0
246,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSulQAE,2/13/2015,24500000.0,0062A00000moSulQAE,3/12/2014,2/12/2015 0:00,Property Sale,True,0.0,2014 1,1,2014,Investment Sales,Office,Office,a0A2A00000TzmZNUAZ,005F0000007WnNDIA0,a0I2A00000XQH0pUAH,Existing,2011 Tax @ $3.54/sf,a0I2A00000XQH0pUAH,City-0088,Class B,County-0021,N,True,Market-0065,1.0,1.0,200.0,100.0,239.69,,Office,West,25220000.0,2/12/2015,7.653,105221.0,,2001.0
248,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSgaQAE,8/1/2003,,0062A00000moSgaQAE,7/7/2003,8/1/2003 0:00,Fixed-rate,True,,2003 3,3,2003,Debt,Office,Office,a0A2A00000Tznw1UAB,005F0000007WnNDIA0,a0I2A00000XQJDOUA5,Existing,2015 Tax @ $5.26/sf; 2004 Est Ops @ $9.52/sf,a0I2A00000XQJDOUA5,City-0638,Class A,County-0197,N,False,Market-0065,1.0,5.0,769.0,100.0,151.09,27250000.0,Office,West,27250000.0,12/18/2006,11.5,180351.0,1.0,1997.0
249,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSb6QAE,,,0062A00000moSb6QAE,7/7/2003,8/1/2003 0:00,Fixed-rate,True,,2003 3,3,2003,Debt,Office,Office,a0A2A00000TznvXUAR,005F0000007WnNDIA0,a0I2A00000XQJCuUAP,Existing,2012 Tax @ $2.33/sf,a0I2A00000XQJCuUAP,City-0894,Class A,County-0219,N,False,Market-0245,,4.0,210.0,96.0,240.0,,Office,Mid-Atlantic,24000000.0,12/28/2005,3.78999,100000.0,,1991.0
250,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSOgQAM,6/18/2013,0.0,0062A00000moSOgQAM,8/28/2008,6/17/2013 0:00,Property Sale,True,0.0,2008 3,3,2008,Investment Sales,Office,Office,a0A2A00000TzmVtUAJ,005F0000007WnNDIA0,a0I2A00000XQHy1UAH,Existing,2016 Tax @ $5.12/sf,a0I2A00000XQHy1UAH,City-2302,,County-0420,N,True,Market-0032,1.0,3.0,525.0,100.0,1275.79,,Land,Northeast,42300000.0,6/17/2013,10.0,33156.0,,2008.0
251,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSvZQAU,5/23/2013,10750000.0,0062A00000moSvZQAU,1/21/2013,5/22/2013 0:00,Property Sale,True,0.0,2013 1,1,2013,Investment Sales,Other,Recreational/Speciality,a0A2A00000TzmVsUAJ,005F0000007WnNDIA0,a0I2A00000XQHy1UAH,Existing,2016 Tax @ $5.12/sf,a0I2A00000XQHy1UAH,City-2302,,County-0420,N,True,Market-0032,1.0,3.0,525.0,100.0,1275.79,,Land,Northeast,42300000.0,6/17/2013,10.0,33156.0,,2008.0
252,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSOgQAM,6/18/2013,0.0,0062A00000moSOgQAM,8/28/2008,6/17/2013 0:00,Property Sale,True,0.0,2008 3,3,2008,Investment Sales,Office,Office,a0A2A00000TzppdUAB,005F0000007WnNDIA0,a0I2A00000XQKqvUAH,Existing,2016 Tax @ $2.89/sf,a0I2A00000XQKqvUAH,City-2302,Class A,County-0420,N,True,Market-0032,,3.0,200.0,100.0,193.41,,Office,Northeast,14650000.0,2/2/2017,6.688,75746.0,,2000.0
253,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSjdQAE,11/23/2009,1800000.0,0062A00000moSjdQAE,9/10/2009,11/16/2009 0:00,Property Sale,True,,2009 3,3,2009,Investment Sales,Office,Office,a0A2A00000TznYnUAJ,005F0000007WnNDIA0,a0I2A00000XQIrkUAH,,,a0I2A00000XQIrkUAH,City-0137,Class B,County-0420,N,False,Market-0032,,,,,28.13,,Office,Northeast,1800000.0,11/16/2009,,64000.0,,1984.0
254,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSkMQAU,8/1/2003,0.0,0062A00000moSkMQAU,6/9/2003,8/1/2003 0:00,Floating-Rate,True,,2003 2,2,2003,Debt,Office,Office,a0A2A00000TznMSUAZ,005F0000007WnNDIA0,a0I2A00000XQIgNUAX,,,a0I2A00000XQIgNUAX,City-0824,Class A,County-0221,N,False,Market-0165,1.0,3.0,,50.0,323.26,,Office,Northeast,19300000.0,5/15/2012,4.47,102085.0,,1979.0
255,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moShJQAU,4/26/2007,22500000.0,0062A00000moShJQAU,9/19/2006,4/26/2007 0:00,Property Sale,True,,2006 3,3,2006,Investment Sales,Office,Office,a0A2A00000TzmPhUAJ,005F0000007WnNDIA0,a0I2A00000XQHoTUAX,Existing,"2016 Tax @ $2.37/sf, 2011 Est Tax @ $1.63/sf; 2013 Ops @ $5.16/sf, 2011 Est Ops @ $5.27/sf",a0I2A00000XQHoTUAX,City-0488,Class A,County-0172,N,False,Market-0059,1.0,13.0,822.0,32.0,93.56,23105000.0,Office,Southwest,23105000.0,4/26/2007,1.83,246955.0,1.0,1985.0
257,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSsLQAU,7/27/2005,0.0,0062A00000moSsLQAU,11/22/2004,7/26/2005 0:00,Property Sale,True,0.0,2004 4,4,2004,Investment Sales,Office,Office,a0A2A00000Tzo0qUAB,005F0000007WnNDIA0,a0I2A00000XQJHzUAP,Existing,"2017 Tax @ $3.04/sf, 2016 Est Tax @ $3.07/sf; 2017 Ops @ $6.17/sf, 2016 Est Ops @ $6.00/sf",a0I2A00000XQJHzUAP,City-0936,Class B,County-0284,N,True,Market-0106,3.0,8.0,1087.0,92.0,444.7,,Office,Southwest,81500000.0,8/1/2012,4.6,183268.0,,1981.0
260,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSqHQAU,9/15/2008,71750000.0,0062A00000moSqHQAU,5/5/2008,9/9/2008 0:00,Property Sale,True,,2008 2,2,2008,Investment Sales,Office,Office,a0A2A00000TzqvlUAB,005F0000007WnNDIA0,a0I2A00000XQLomUAH,Existing,,a0I2A00000XQLomUAH,City-0174,Class A,County-0431,N,False,Market-0245,1.0,8.0,,82.0,364.0,,Office,Mid-Atlantic,63500000.0,6/3/2015,0.9,174449.0,,1978.0
262,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSNfQAM,7/8/2015,260000000.0,0062A00000moSNfQAM,12/23/2014,7/7/2015 0:00,Property Sale,True,0.0,2014 4,4,2014,Investment Sales,Office,Office,a0A2A00000TzmH0UAJ,005F0000007WnNDIA0,a0I2A00000XQHlCUAX,Existing,"2008 Tax @ $8.08/sf, 2013 Est Tax @ $11.44/sf; 2013 Est Ops @ $9.21/sf",a0I2A00000XQHlCUAX,City-2175,Class A,County-0192,N,False,Market-0245,1.0,12.0,275.0,80.0,350.09,,Office,Mid-Atlantic,138000000.0,7/9/2015,394500.0,394187.0,,2008.0
263,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSszQAE,8/19/2010,18500000.0,0062A00000moSszQAE,3/30/2010,8/18/2010 0:00,Property Sale,True,,2010 1,1,2010,Investment Sales,Office,Office,a0A2A00000TzlGaUAJ,005F0000007WnNDIA0,a0I2A00000XQGrDUAX,,,a0I2A00000XQGrDUAX,City-2014,Class B,County-0574,N,False,Market-0206,2.0,2.0,,100.0,432.67,,Office,West,44675000.0,5/26/2016,5.9,103254.0,,1985.0
265,0012A000023XoQbQAK,278,171433,True,True,2,False,False,False,False,False,True,True,False,101,177,133,375,255,88,False,0062A00000moSt9QAE,1/27/2010,0.0,0062A00000moSt9QAE,6/27/2008,1/27/2010 0:00,Floating-Rate,True,0.0,2008 2,2,2008,Debt,Office,Office,a0A2A00000TzlZmUAJ,005F0000007WnNDIA0,a0I2A00000XQH1DUAX,Existing,"2011 Tax @ $5.59/sf, 2010 Est Tax @ $4.64/sf; 2011 Ops @ $8.41/sf, 2010 Est Ops @ $8.54/sf",a0I2A00000XQH1DUAX,City-2175,Class B,County-0192,Y,False,Market-0245,,11.0,,85.0,509.29,,Office,Mid-Atlantic,41000000.0,9/9/2008,0.2463,109957.0,,1968.0
