,id_accs,active_deals,activity_count,buyer_book,servicing_contract,investor_type,cmbs,consultant,correspondent,foreign,master_servicer,lender_book,loan_sales_book,loan_servicing,num_deals_as_client,num_deals_as_investor,number_of_properties,number_of_related_deals,number_of_related_properties,number_of_won_deals_as_client,investor_type_IsMissing,id_deals_x,accounting_date,best_initial_bid,id_deals.1,closedate,date_closed,deal_type,deal_update_flag,debt_yield,fiscal,fiscalquarter,fiscalyear,platform,property_group,property_type,id,createdbyid,id_props,building_status,building_tax_expenses,id_deals_y,city,class,county,sale_status,portfolio,market,num_buildings,num_floors,num_parking_spaces,occupancy_rate,price_per_sq_ft,price_per_unit,property_type_1,region__c,sale_amount__c,sale_date__c,size_acres,size_sf,size_units,year_built
3328,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog2jQAA,6/17/2011,0.0,0062A00000mog2jQAA,3/4/2011,6/16/2011 0:00,Fixed-rate,True,0.0,2011 1,1,2011,Debt,Multi-Housing,Apartments,a0A2A00000TzpWMUAZ,005F0000007WnNDIA0,a0I2A00000XQKbpUAH,Existing,2016 Tax @ $1767.39/Unit,a0I2A00000XQKbpUAH,City-1971,Class A,County-0233,N,False,Market-0106,17.0,3.0,186.0,93.0,91.14,83000.0,Multi-Housing,Southwest,25896000.0,6/16/2011,11.63000011,284124.0,312.0,2007.0
3329,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mof7AQAQ,6/17/2015,0.0,0062A00000mof7AQAQ,2/11/2015,6/17/2015 0:00,Fixed-rate,True,7.6,2015 1,1,2015,Debt,Multi-Housing,Apartments,a0A2A00000TzlTtUAJ,005F0000007WnNDIA0,a0I2A00000XQHJ7UAP,Existing,2016 Tax @ $1052.90/Unit,a0I2A00000XQHJ7UAP,City-2296,Class A,County-0471,N,False,Market-0171,11.0,3.0,502.0,95.0,22.34,25065.96,Multi-Housing,Southeast,9500000.0,6/17/2015,11.2187,425254.0,379.0,2008.0
3330,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog5xQAA,7/6/2016,0.0,0062A00000mog5xQAA,4/28/2016,7/1/2016 0:00,Floating-Rate,True,0.0,2016 2,2,2016,Debt,Multi-Housing,Apartments,a0A2A00000TzosXUAR,005F0000007WnNDIA0,a0I2A00000XQK3qUAH,Existing,"2016 Tax @ $1740.90/Unit; 2007 Ops @ $4390.56/Unit, 2011 Est Ops @ $2893.71/Unit",a0I2A00000XQK3qUAH,City-1961,Class B,County-0431,N,False,Market-0106,10.0,3.0,326.0,98.0,56.59,47453.7,Multi-Housing,Southwest,10250000.0,4/19/2012,10.91,181140.0,216.0,1995.0
3331,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog3NQAQ,4/20/2012,0.0,0062A00000mog3NQAQ,8/12/2011,4/19/2012 0:00,Fixed-rate,True,0.0,2011 3,3,2011,Debt,Multi-Housing,Apartments,a0A2A00000TzosVUAR,005F0000007WnNDIA0,a0I2A00000XQK3qUAH,Existing,"2016 Tax @ $1740.90/Unit; 2007 Ops @ $4390.56/Unit, 2011 Est Ops @ $2893.71/Unit",a0I2A00000XQK3qUAH,City-1961,Class B,County-0431,N,False,Market-0106,10.0,3.0,326.0,98.0,56.59,47453.7,Multi-Housing,Southwest,10250000.0,4/19/2012,10.91,181140.0,216.0,1995.0
3332,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog6HQAQ,4/23/2012,0.0,0062A00000mog6HQAQ,4/19/2012,4/19/2012 0:00,Joint Venture Equity,True,0.0,2012 2,2,2012,Equity Placement,Multi-Housing,Apartments,a0A2A00000TzosWUAR,005F0000007WnNDIA0,a0I2A00000XQK3qUAH,Existing,"2016 Tax @ $1740.90/Unit; 2007 Ops @ $4390.56/Unit, 2011 Est Ops @ $2893.71/Unit",a0I2A00000XQK3qUAH,City-1961,Class B,County-0431,N,False,Market-0106,10.0,3.0,326.0,98.0,56.59,47453.7,Multi-Housing,Southwest,10250000.0,4/19/2012,10.91,181140.0,216.0,1995.0
3333,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog5iQAA,7/6/2016,0.0,0062A00000mog5iQAA,4/28/2016,7/1/2016 0:00,Floating-Rate,True,0.0,2016 2,2,2016,Debt,Multi-Housing,Apartments,a0A2A00000TzqElUAJ,005F0000007WnNDIA0,a0I2A00000XQLDFUA5,Existing,2016 Tax @ $816.21/Unit; 2011 Ops @ $3095.36/Unit,a0I2A00000XQLDFUA5,City-1961,Class B,County-0431,N,False,Market-0106,12.0,3.0,288.0,98.0,61.44,51757.81,Multi-Housing,Southwest,13250000.0,4/19/2012,11.75,215648.0,256.0,1993.0
3334,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog5nQAA,4/23/2012,0.0,0062A00000mog5nQAA,4/17/2012,4/19/2012 0:00,Joint Venture Equity,True,0.0,2012 2,2,2012,Equity Placement,Multi-Housing,Apartments,a0A2A00000TzqEnUAJ,005F0000007WnNDIA0,a0I2A00000XQLDFUA5,Existing,2016 Tax @ $816.21/Unit; 2011 Ops @ $3095.36/Unit,a0I2A00000XQLDFUA5,City-1961,Class B,County-0431,N,False,Market-0106,12.0,3.0,288.0,98.0,61.44,51757.81,Multi-Housing,Southwest,13250000.0,4/19/2012,11.75,215648.0,256.0,1993.0
3335,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog41QAA,4/20/2012,0.0,0062A00000mog41QAA,8/12/2011,4/19/2012 0:00,Fixed-rate,True,0.0,2011 3,3,2011,Debt,Multi-Housing,Apartments,a0A2A00000TzqEmUAJ,005F0000007WnNDIA0,a0I2A00000XQLDFUA5,Existing,2016 Tax @ $816.21/Unit; 2011 Ops @ $3095.36/Unit,a0I2A00000XQLDFUA5,City-1961,Class B,County-0431,N,False,Market-0106,12.0,3.0,288.0,98.0,61.44,51757.81,Multi-Housing,Southwest,13250000.0,4/19/2012,11.75,215648.0,256.0,1993.0
3336,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mofudQAA,2/20/2017,0.0,0062A00000mofudQAA,6/10/2016,1/9/2017 0:00,Fixed-rate,True,0.0,2016 2,2,2016,Debt,Multi-Housing,Apartments,a0A2A00000TzlcYUAR,005F0000007WnNDIA0,a0I2A00000XQHAQUA5,,,a0I2A00000XQHAQUA5,City-1808,Class B,County-0053,N,False,Market-0204,,,,90.0,,,Multi-Housing,Southwest,,,,53875.0,84.0,1974.0
3337,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog5EQAQ,5/2/2013,0.0,0062A00000mog5EQAQ,1/8/2013,4/30/2013 0:00,Fixed-rate,True,0.0,2013 1,1,2013,Debt,Multi-Housing,Apartments,a0A2A00000TzmPTUAZ,005F0000007WnNDIA0,a0I2A00000XQHs9UAH,Existing,2016 Tax @ $2368.97/Unit; 2013 Combined Est Tax/Ops @ $5000.00/Unit,a0I2A00000XQHs9UAH,City-1799,Class A,County-0495,N,False,Market-0232,36.0,2.0,2.0,99.0,113888.89,114326.92,Multi-Housing,Southeast,29725000.0,11/12/2018,22.0,261.0,260.0,2003.0
3338,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog2yQAA,6/30/2014,0.0,0062A00000mog2yQAA,5/7/2014,6/30/2014 0:00,Fixed-rate,True,0.0,2014 2,2,2014,Debt,Multi-Housing,Apartments,a0A2A00000Tzr3RUAR,005F0000007WnNDIA0,a0I2A00000XQLvKUAX,Existing,"2016 Tax @ $4.96/Unit, 2013 Est Tax @ $3.97/Unit; 2007 Ops @ $5323.61/Unit",a0I2A00000XQLvKUAX,City-1118,Class A,County-0241,N,False,Market-0106,15.0,3.0,450.0,90.0,71.57,87951.81,Multi-Housing,Southwest,29200000.0,6/28/2014,20.68,407976.0,332.0,1999.0
3339,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog33QAA,6/2/2015,0.0,0062A00000mog33QAA,2/11/2015,6/2/2015 0:00,Fixed-rate,True,0.0,2015 1,1,2015,Debt,Multi-Housing,Apartments,a0A2A00000TzqeiUAB,005F0000007WnNDIA0,a0I2A00000XQLaMUAX,Existing,2015 Tax @ $2414.95/Unit; 2006 Ops @ $5722.05/Unit,a0I2A00000XQLaMUAX,City-1808,Class A,County-0053,N,False,Market-0204,26.0,3.0,600.0,95.0,105.24,102564.1,Multi-Housing,Southwest,40000000.0,6/8/2015,21.94,380076.0,390.0,1995.0
3340,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog62QAA,10/27/2015,0.0,0062A00000mog62QAA,7/21/2015,10/27/2015 0:00,Floating-Rate,True,0.0,2015 3,3,2015,Debt,Multi-Housing,Apartments,a0A2A00000TzoPjUAJ,005F0000007WnNDIA0,a0I2A00000XQJdYUAX,Existing,2016 Tax @ $1418.16/Unit; 2006 Combined Est Tax/Ops @ $4163.24/Unit,a0I2A00000XQJdYUAX,City-2029,Class B,County-0301,N,False,Market-0232,13.0,3.0,3.0,93.0,95352.56,95352.56,Multi-Housing,Southeast,29750000.0,10/15/2018,19.5,312.0,312.0,1996.0
3341,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog3mQAA,3/31/2016,0.0,0062A00000mog3mQAA,10/8/2015,3/31/2016 0:00,Fixed-rate,True,0.0,2015 4,4,2015,Debt,Multi-Housing,Apartments,a0A2A00000TzrIYUAZ,005F0000007WnNDIA0,a0I2A00000XQM7nUAH,Existing,"2016 Tax @ $1593.31/Unit, 2014 Est Tax @ $1352.19/Unit; 2014 Est Ops @ $4047.82/Unit",a0I2A00000XQM7nUAH,City-1971,Class A,County-0233,N,False,Market-0106,13.0,3.0,393.0,95.0,91.11,83333.33,Multi-Housing,Southwest,20000000.0,4/24/2014,4.84,219504.0,240.0,1996.0
3342,0012A000023YBXtQAO,21,5102,True,False,0,False,False,False,False,False,False,False,False,18,3,4,29,4,17,False,0062A00000mocdGQAQ,5/14/2009,0.0,0062A00000mocdGQAQ,12/31/2008,5/5/2009 0:00,Fixed-rate,True,0.0,2008 4,4,2008,Debt,Multi-Housing,Apartments,a0A2A00000TzrIXUAZ,005F0000007WnNDIA0,a0I2A00000XQM7nUAH,Existing,"2016 Tax @ $1593.31/Unit, 2014 Est Tax @ $1352.19/Unit; 2014 Est Ops @ $4047.82/Unit",a0I2A00000XQM7nUAH,City-1971,Class A,County-0233,N,False,Market-0106,13.0,3.0,393.0,95.0,91.11,83333.33,Multi-Housing,Southwest,20000000.0,4/24/2014,4.84,219504.0,240.0,1996.0
3343,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog3wQAA,9/20/2016,0.0,0062A00000mog3wQAA,6/27/2016,9/20/2016 0:00,Fixed-rate,True,0.0,2016 2,2,2016,Debt,Multi-Housing,Apartments,a0A2A00000TzrJ5UAJ,005F0000007WnNDIA0,a0I2A00000XQM88UAH,Existing,2014 Tax @ $2122.63/Unit,a0I2A00000XQM88UAH,City-0486,Class A,County-0284,N,False,Market-0106,22.0,3.0,760.0,94.0,133.89,118243.24,Multi-Housing,Southwest,43750000.0,9/20/2016,34.5,326756.0,370.0,2003.0
3344,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mpvZPQAY,3/10/2017,0.0,0062A00000mpvZPQAY,12/15/2016,3/9/2017 0:00,Fixed-rate,True,0.0,2016 4,4,2016,Debt,Multi-Housing,Apartments,a0A2A00000TznN6UAJ,005F0000007WnNDIA0,a0I2A00000XQIgrUAH,Existing,2014 Tax @ $2020.73/Unit,a0I2A00000XQIgrUAH,City-1532,Class A,County-0471,N,True,Market-0171,2.0,4.0,465.0,91.0,196.54,184705.88,Multi-Housing,Southeast,78500000.0,3/9/2017,10.1,399408.0,425.0,2009.0
3346,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog4BQAQ,12/21/2015,0.0,0062A00000mog4BQAQ,11/3/2015,12/21/2015 0:00,Fixed-rate,True,0.0,2015 4,4,2015,Debt,Multi-Housing,Apartments,a0A2A00000TzptWUAR,005F0000007WnNDIA0,a0I2A00000XQKufUAH,Existing,2015 Tax @ $837.76/Unit,a0I2A00000XQKufUAH,City-0400,Class A,County-0495,N,False,Market-0232,2.0,3.0,3.0,90.0,151461.99,151461.99,Multi-Housing,Southeast,51800000.0,12/17/2018,16.1,342.0,342.0,2014.0
3347,0012A000023Xv3eQAC,17,15774,True,False,0,False,False,False,False,False,False,True,False,14,3,23,27,25,12,False,0062A00000moFH9QAM,12/23/2015,0.0,0062A00000moFH9QAM,10/23/2014,12/21/2015 0:00,Property Sale,True,0.0,2014 4,4,2014,Investment Sales,Multi-Housing,Apartments,a0A2A00000TzptVUAR,005F0000007WnNDIA0,a0I2A00000XQKufUAH,Existing,2015 Tax @ $837.76/Unit,a0I2A00000XQKufUAH,City-0400,Class A,County-0495,N,False,Market-0232,2.0,3.0,3.0,90.0,151461.99,151461.99,Multi-Housing,Southeast,51800000.0,12/17/2018,16.1,342.0,342.0,2014.0
3348,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mofp3QAA,12/6/2013,0.0,0062A00000mofp3QAA,10/4/2013,12/4/2013 0:00,Fixed-rate,True,0.0,2013 4,4,2013,Debt,Multi-Housing,Apartments,a0A2A00000TzoE0UAJ,005F0000007WnNDIA0,a0I2A00000XQJSrUAP,Existing,2015 Tax @ $3980.70/Unit,a0I2A00000XQJSrUAP,City-0725,Class A,County-0624,N,False,Market-0059,8.0,3.0,,90.0,101.81,129365.08,Multi-Housing,Southwest,8150000.0,12/4/2013,4.3106,80055.0,63.0,2000.0
3349,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog67QAA,3/28/2014,0.0,0062A00000mog67QAA,1/2/2014,3/25/2014 0:00,Fixed-rate,True,0.0,2014 1,1,2014,Debt,Multi-Housing,Apartments,a0A2A00000TzoFoUAJ,005F0000007WnNDIA0,a0I2A00000XQJUQUA5,Existing,"2011 Tax @ $738.24/Unit, 2011 Est Tax @ $1200.00/Unit; 2011 Est Ops @ $3800.00/Unit",a0I2A00000XQJUQUA5,City-1532,Class B,County-0471,N,False,Market-0171,25.0,3.0,3.0,95.0,82443.82,82443.82,Multi-Housing,Southeast,29350000.0,6/17/2018,17.8,356.0,356.0,1998.0
3350,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog5dQAA,2/12/2016,0.0,0062A00000mog5dQAA,11/2/2015,2/9/2016 0:00,Fixed-rate,True,0.0,2015 4,4,2015,Debt,Multi-Housing,Apartments,a0A2A00000TzoUMUAZ,005F0000007WnNDIA0,a0I2A00000XQJi2UAH,Existing,2016 Tax @ $4084.17/Unit,a0I2A00000XQJi2UAH,City-1808,Class A,County-0053,N,False,Market-0204,10.0,3.0,160.0,95.0,96.58,106111.11,Multi-Housing,Southwest,9550000.0,3/4/2016,4.3381,98878.0,90.0,2007.0
3351,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mofslQAA,7/22/2008,0.0,0062A00000mofslQAA,12/20/2007,7/22/2008 0:00,Joint Venture Equity,True,0.0,2007 4,4,2007,Equity Placement,Multi-Housing,Apartments,a0A2A00000TzmQqUAJ,005F0000007WnNDIA0,a0I2A00000XQHtMUAX,Existing,2016 Tax @ $2988.74/Unit,a0I2A00000XQHtMUAX,City-0090,Class B,County-0636,N,True,Market-0016,29.0,2.0,1250.0,95.0,128.05,138888.89,Multi-Housing,Southwest,48750000.0,1/17/2017,22.9,380699.0,351.0,2003.0
3353,0012A000023Y5PHQA0,39,4786,True,False,0,False,False,False,False,False,True,True,False,39,0,9,60,38,17,False,0062A00000moE7JQAU,3/3/2015,0.0,0062A00000moE7JQAU,6/17/2014,3/3/2015 0:00,Property Sale,True,0.0,2014 2,2,2014,Investment Sales,Multi-Housing,Apartments,a0A2A00000TzmR2UAJ,005F0000007WnNDIA0,a0I2A00000XQHtMUAX,Existing,2016 Tax @ $2988.74/Unit,a0I2A00000XQHtMUAX,City-0090,Class B,County-0636,N,True,Market-0016,29.0,2.0,1250.0,95.0,128.05,138888.89,Multi-Housing,Southwest,48750000.0,1/17/2017,22.9,380699.0,351.0,2003.0
3354,0012A000023XyC4QAK,16,3340,True,False,0,False,False,False,False,False,True,True,False,12,4,7,21,10,12,False,0062A00000moKjhQAE,1/18/2017,48000000.0,0062A00000moKjhQAE,7/15/2016,1/17/2017 0:00,Property Sale,True,0.0,2016 3,3,2016,Investment Sales,Multi-Housing,Apartments,a0A2A00000TzmRDUAZ,005F0000007WnNDIA0,a0I2A00000XQHtMUAX,Existing,2016 Tax @ $2988.74/Unit,a0I2A00000XQHtMUAX,City-0090,Class B,County-0636,N,True,Market-0016,29.0,2.0,1250.0,95.0,128.05,138888.89,Multi-Housing,Southwest,48750000.0,1/17/2017,22.9,380699.0,351.0,2003.0
3355,0012A000023XyC4QAK,16,3340,True,False,0,False,False,False,False,False,True,True,False,12,4,7,21,10,12,False,0062A00000moKjOQAU,3/4/2015,0.0,0062A00000moKjOQAU,11/17/2014,3/3/2015 0:00,Floating-Rate,True,0.0,2014 4,4,2014,Debt,Multi-Housing,Apartments,a0A2A00000TzmRCUAZ,005F0000007WnNDIA0,a0I2A00000XQHtMUAX,Existing,2016 Tax @ $2988.74/Unit,a0I2A00000XQHtMUAX,City-0090,Class B,County-0636,N,True,Market-0016,29.0,2.0,1250.0,95.0,128.05,138888.89,Multi-Housing,Southwest,48750000.0,1/17/2017,22.9,380699.0,351.0,2003.0
3356,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog2ZQAQ,10/9/2008,0.0,0062A00000mog2ZQAQ,2/26/2008,10/9/2008 0:00,Joint Venture Equity,True,,2008 1,1,2008,Equity Placement,Multi-Housing,Apartments,a0A2A00000TznNSUAZ,005F0000007WnNDIA0,a0I2A00000XQIhTUAX,Existing,2016 Tax @ $2532.30/Unit,a0I2A00000XQIhTUAX,City-1013,Class A,County-0233,N,False,Market-0106,13.0,2.0,329.0,,139.61,141666.67,Multi-Housing,Southwest,32300000.0,7/15/2014,14.429,231363.0,228.0,2000.0
3358,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog38QAA,6/23/2015,0.0,0062A00000mog38QAA,4/8/2015,6/23/2015 0:00,Fixed-rate,True,0.0,2015 2,2,2015,Debt,Multi-Housing,Apartments,a0A2A00000Tzlb6UAB,005F0000007WnNDIA0,a0I2A00000XQH8fUAH,Existing,2016 Tax @ $1941.70/Unit,a0I2A00000XQH8fUAH,City-1971,Class A,County-0233,N,False,Market-0106,17.0,3.0,420.0,93.0,127.87,117380.95,Multi-Housing,Southwest,49300000.0,6/23/2015,20.81000906,385548.0,420.0,2004.0
3359,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mofuCQAQ,4/22/2004,0.0,0062A00000mofuCQAQ,2/3/2004,4/12/2004 0:00,Joint Venture Equity,True,0.0,2004 1,1,2004,Equity Placement,Multi-Housing,Apartments,a0A2A00000TzoaBUAR,005F0000007WnNDIA0,a0I2A00000XQJmkUAH,Existing,2016 Tax @ $923.04/Unit; 2008 Est Ops @ $4200.00/Unit,a0I2A00000XQJmkUAH,City-0936,Class C,County-0284,N,True,Market-0106,17.0,2.0,225.0,87.0,69.47,59322.03,Multi-Housing,Southwest,10500000.0,9/29/2016,6.8589899999999995,151142.0,177.0,1978.0
3360,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mofywQAA,4/12/2004,0.0,0062A00000mofywQAA,12/29/2003,4/9/2004 0:00,Fixed-rate,True,0.0,2003 4,4,2003,Debt,Multi-Housing,Apartments,a0A2A00000Tzoa6UAB,005F0000007WnNDIA0,a0I2A00000XQJmkUAH,Existing,2016 Tax @ $923.04/Unit; 2008 Est Ops @ $4200.00/Unit,a0I2A00000XQJmkUAH,City-0936,Class C,County-0284,N,True,Market-0106,17.0,2.0,225.0,87.0,69.47,59322.03,Multi-Housing,Southwest,10500000.0,9/29/2016,6.8589899999999995,151142.0,177.0,1978.0
3361,0012A000023YCezQAG,33,11118,True,False,0,False,False,False,False,False,False,True,False,28,5,15,48,17,27,False,0062A00000moCX0QAM,9/29/2016,0.0,0062A00000moCX0QAM,12/16/2015,9/29/2016 0:00,Property Sale,True,0.0,2015 4,4,2015,Investment Sales,Multi-Housing,Apartments,a0A2A00000Tzoa3UAB,005F0000007WnNDIA0,a0I2A00000XQJmkUAH,Existing,2016 Tax @ $923.04/Unit; 2008 Est Ops @ $4200.00/Unit,a0I2A00000XQJmkUAH,City-0936,Class C,County-0284,N,True,Market-0106,17.0,2.0,225.0,87.0,69.47,59322.03,Multi-Housing,Southwest,10500000.0,9/29/2016,6.8589899999999995,151142.0,177.0,1978.0
3362,0012A000023YCezQAG,33,11118,True,False,0,False,False,False,False,False,False,True,False,28,5,15,48,17,27,False,0062A00000moCYcQAM,7/13/2013,0.0,0062A00000moCYcQAM,4/9/2013,7/12/2013 0:00,Fixed-rate,True,0.0,2013 2,2,2013,Debt,Multi-Housing,Apartments,a0A2A00000Tzoa5UAB,005F0000007WnNDIA0,a0I2A00000XQJmkUAH,Existing,2016 Tax @ $923.04/Unit; 2008 Est Ops @ $4200.00/Unit,a0I2A00000XQJmkUAH,City-0936,Class C,County-0284,N,True,Market-0106,17.0,2.0,225.0,87.0,69.47,59322.03,Multi-Housing,Southwest,10500000.0,9/29/2016,6.8589899999999995,151142.0,177.0,1978.0
3363,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mofxUQAQ,4/9/2004,0.0,0062A00000mofxUQAQ,3/30/2004,4/9/2004 0:00,Fixed-rate,True,0.0,2004 1,1,2004,Debt,Multi-Housing,Apartments,a0A2A00000TzouLUAR,005F0000007WnNDIA0,a0I2A00000XQK4wUAH,Existing,2016 Tax @ $899.90/Unit; 2008 Ops @ $4288.91/Unit,a0I2A00000XQK4wUAH,City-1961,Class A,County-0284,Y,True,Market-0106,13.0,2.0,177.0,94.0,86.67,83229.81,Multi-Housing,Southwest,8575000.0,7/12/2013,6.3,154601.0,161.0,1978.0
3364,0012A000023YCezQAG,33,11118,True,False,0,False,False,False,False,False,False,True,False,28,5,15,48,17,27,False,0062A00000moCaNQAU,7/13/2013,0.0,0062A00000moCaNQAU,4/9/2013,7/12/2013 0:00,Fixed-rate,True,0.0,2013 2,2,2013,Debt,Multi-Housing,Apartments,a0A2A00000TzouFUAR,005F0000007WnNDIA0,a0I2A00000XQK4wUAH,Existing,2016 Tax @ $899.90/Unit; 2008 Ops @ $4288.91/Unit,a0I2A00000XQK4wUAH,City-1961,Class A,County-0284,Y,True,Market-0106,13.0,2.0,177.0,94.0,86.67,83229.81,Multi-Housing,Southwest,8575000.0,7/12/2013,6.3,154601.0,161.0,1978.0
3365,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog6RQAQ,8/8/2005,0.0,0062A00000mog6RQAQ,6/10/2005,8/4/2005 0:00,Miscellaneous,True,,2005 2,2,2005,Debt,Multi-Housing,Apartments,a0A2A00000Tzqf4UAB,005F0000007WnNDIA0,a0I2A00000XQLagUAH,Existing,2014 Tax @ $225.36/Unit; 2014 Ops @ $4434.13/Unit,a0I2A00000XQLagUAH,City-1576,Class B,County-0284,N,False,Market-0106,58.0,2.0,700.0,88.0,83.79,63721.26,Multi-Housing,Southwest,44350000.0,7/1/2015,11.11299,529295.0,696.0,1980.0
3366,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog2PQAQ,7/22/2010,0.0,0062A00000mog2PQAQ,10/23/2009,7/22/2010 0:00,Fixed-rate,True,0.0,2009 4,4,2009,Debt,Multi-Housing,Apartments,a0A2A00000Tzqf3UAB,005F0000007WnNDIA0,a0I2A00000XQLagUAH,Existing,2014 Tax @ $225.36/Unit; 2014 Ops @ $4434.13/Unit,a0I2A00000XQLagUAH,City-1576,Class B,County-0284,N,False,Market-0106,58.0,2.0,700.0,88.0,83.79,63721.26,Multi-Housing,Southwest,44350000.0,7/1/2015,11.11299,529295.0,696.0,1980.0
3367,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mofxoQAA,4/9/2004,0.0,0062A00000mofxoQAA,3/30/2004,4/9/2004 0:00,Fixed-rate,True,0.0,2004 1,1,2004,Debt,Multi-Housing,Apartments,a0A2A00000TzloKUAR,005F0000007WnNDIA0,a0I2A00000XQHKhUAP,Existing,2016 Tax @ $724.59/Unit; 2010 Ops @ $3062.24/Unit,a0I2A00000XQHKhUAP,City-0936,Class B,County-0284,N,False,Market-0106,7.0,3.0,,85.0,48.2,36369.05,Multi-Housing,Southwest,7637500.0,4/8/2004,6.08179,158470.0,210.0,1984.0
3368,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mog0KQAQ,4/13/2006,0.0,0062A00000mog0KQAQ,1/17/2006,4/12/2006 0:00,Fixed-rate,True,,2006 1,1,2006,Debt,Multi-Housing,Apartments,a0A2A00000TzmkqUAB,005F0000007WnNDIA0,a0I2A00000XQIAKUA5,Existing,2016 Tax @ $1582.90/Unit; 2006 Combined Est Tax/Ops @ $3563.57/Unit,a0I2A00000XQIAKUA5,City-0970,Class A,County-0172,N,True,Market-0059,22.0,3.0,560.0,94.0,55.0,43270.31,Multi-Housing,Southwest,15577313.0,10/1/2015,11.92,283240.0,360.0,1986.0
3369,0012A000023Xop8QAC,127,18232,True,False,0,False,False,False,True,False,True,True,False,121,6,32,215,38,115,False,0062A00000mofzlQAA,4/13/2006,0.0,0062A00000mofzlQAA,1/17/2006,4/12/2006 0:00,Joint Venture Equity,True,,2006 1,1,2006,Equity Placement,Multi-Housing,Apartments,a0A2A00000TzmkrUAB,005F0000007WnNDIA0,a0I2A00000XQIAKUA5,Existing,2016 Tax @ $1582.90/Unit; 2006 Combined Est Tax/Ops @ $3563.57/Unit,a0I2A00000XQIAKUA5,City-0970,Class A,County-0172,N,True,Market-0059,22.0,3.0,560.0,94.0,55.0,43270.31,Multi-Housing,Southwest,15577313.0,10/1/2015,11.92,283240.0,360.0,1986.0
