id_deals,id_accs,accounting_date,best_initial_bid,id_deals,closedate,date_closed,deal_type,deal_update_flag,debt_yield,fiscal,fiscalquarter,fiscalyear,platform,property_group,property_type
0062A00000moIWrQAM,0012A000023YBO9QAO,8/22/2016,0,0062A00000moIWrQAM,8/5/2014,8/19/2016 0:00,Floating-Rate,TRUE,15,2014 3,3,2014,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moaw1QAA,0012A000023XmlvQAC,3/14/2014,0,0062A00000moaw1QAA,10/14/2013,3/14/2014 0:00,Fixed-rate,TRUE,10.27,2013 4,4,2013,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moarvQAA,0012A000023XmlvQAC,2/3/2014,0,0062A00000moarvQAA,8/27/2013,1/30/2014 0:00,Fixed-rate,TRUE,10.5,2013 3,3,2013,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moPamQAE,0012A000023XlpDQAS,3/15/2012,0,0062A00000moPamQAE,9/16/2011,3/14/2012 0:00,Fixed-rate,TRUE,0,2011 3,3,2011,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moh4gQAA,0012A000023XnnQQAS,3/21/2012,0,0062A00000moh4gQAA,12/27/2011,3/20/2012 0:00,Fixed-rate,TRUE,0,2011 4,4,2011,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moOuOQAU,0012A000023XlkTQAS,11/17/2006,0,0062A00000moOuOQAU,6/20/2006,11/16/2006 0:00,Fixed-rate,TRUE,0,2006 2,2,2006,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000ngKuhQAE,0012A000023YDZ7QAO,6/16/2017,0,0062A00000ngKuhQAE,7/5/2016,6/15/2017 0:00,Property Sale,TRUE,0,2016 3,3,2016,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moJ6yQAE,0012A000023YAKQQA4,1/31/2014,0,0062A00000moJ6yQAE,5/30/2013,1/31/2014 0:00,Floating-Rate,TRUE,0,2013 2,2,2013,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moDRPQA2,0012A000023XlhgQAC,2/17/2001,0,0062A00000moDRPQA2,12/24/2002,2/17/2001 0:00,Floating-Rate,TRUE,,2002 4,4,2002,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moSrZQAU,0012A000023XoQbQAK,12/18/2013,0,0062A00000moSrZQAU,8/9/2011,12/18/2013 0:00,Floating-Rate,TRUE,12,2011 3,3,2011,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moh4bQAA,0012A000023XnnQQAS,3/9/2012,0,0062A00000moh4bQAA,12/28/2011,3/5/2012 0:00,Fixed-rate,TRUE,0,2011 4,4,2011,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moY85QAE,0012A000023YLReQAO,8/1/2001,0,0062A00000moY85QAE,12/24/2002,8/31/2001 0:00,Floating-Rate,TRUE,,2002 4,4,2002,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moaq4QAA,0012A000023XmlvQAC,3/23/2007,0,0062A00000moaq4QAA,10/9/2006,3/20/2007 0:00,Fixed-rate,TRUE,0,2006 4,4,2006,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moHYCQA2,0012A000023XuqlQAC,3/31/2017,0,0062A00000moHYCQA2,2/15/2016,3/30/2017 0:00,Construction Loan,TRUE,0,2016 1,1,2016,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moHYWQA2,0012A000023XuqlQAC,5/23/2017,0,0062A00000moHYWQA2,11/17/2016,5/16/2017 0:00,Mezzanine,TRUE,0,2016 4,4,2016,Equity Placement,Hotel-Lodging,Hotel/Lodging
0062A00000moF9eQAE,0012A000023YFfUQAW,4/21/2017,0,0062A00000moF9eQAE,9/6/2016,4/18/2017 0:00,Construction Loan,TRUE,3.75,2016 3,3,2016,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moOpjQAE,0012A000023XlkTQAS,12/15/1999,0,0062A00000moOpjQAE,12/24/2002,12/15/1999 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moM5KQAU,0012A000023XlyvQAC,2/19/2013,0,0062A00000moM5KQAU,9/19/2012,2/15/2013 0:00,Construction Loan,TRUE,13.23,2012 3,3,2012,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moOv6QAE,0012A000023XlkTQAS,10/18/2001,0,0062A00000moOv6QAE,12/24/2002,10/18/2001 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moOv1QAE,0012A000023XlkTQAS,12/15/1999,0,0062A00000moOv1QAE,12/24/2002,12/15/1999 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moh3eQAA,0012A000023XnnQQAS,6/1/2000,0,0062A00000moh3eQAA,12/24/2002,6/1/2000 0:00,Floating-Rate,TRUE,,2002 4,4,2002,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moclWQAQ,0012A000023XwjVQAS,2/5/2018,15000000,0062A00000moclWQAQ,3/11/2016,2/2/2018 0:00,Property Sale,TRUE,0,2016 1,1,2016,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000mobzVQAQ,0012A000023YHH6QAO,12/18/2015,0,0062A00000mobzVQAQ,3/3/2015,12/15/2015 0:00,Fixed-rate,TRUE,28.3,2015 1,1,2015,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moFKwQAM,0012A000023YEO4QAO,12/18/2013,0,0062A00000moFKwQAM,10/11/2013,12/18/2013 0:00,Floating-Rate,TRUE,8.6,2013 4,4,2013,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moFKhQAM,0012A000023YEO4QAO,3/24/2014,0,0062A00000moFKhQAM,3/18/2014,,Consulting Fees-Debt,TRUE,,2014 1,1,2014,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moUUgQAM,0012A000023XoREQA0,7/10/1998,0,0062A00000moUUgQAM,12/24/2002,7/10/1998 0:00,Construction Loan,TRUE,,2002 4,4,2002,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moINpQAM,0012A00002Do4r9QAB,1/20/2017,0,0062A00000moINpQAM,3/10/2016,1/20/2017 0:00,Property Sale,TRUE,0,2016 1,1,2016,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000mocLcQAI,0012A000023XnkuQAC,7/31/2017,0,0062A00000mocLcQAI,11/5/2015,7/31/2017 0:00,Property Sale,TRUE,0,2015 4,4,2015,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000mobfDQAQ,0012A000024GPb2QAG,5/30/2012,0,0062A00000mobfDQAQ,8/22/2011,5/30/2012 0:00,Fixed-rate,TRUE,0,2011 3,3,2011,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moIMbQAM,0012A000023Y9AiQAK,11/23/2011,46050000,0062A00000moIMbQAM,7/11/2011,11/23/2011 0:00,Property Sale,TRUE,0,2011 3,3,2011,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moa8lQAA,0012A000023XmBFQA0,11/7/2008,0,0062A00000moa8lQAA,2/17/2007,7/14/2008 0:00,Discretionary Funds,TRUE,,2007 1,1,2007,Securities,Hotel-Lodging,Hotel/Lodging
0062A00000moH8dQAE,0012A000023XuKxQAK,11/27/2007,0,0062A00000moH8dQAE,11/28/2007,11/27/2007 0:00,Joint Venture Equity,TRUE,,2007 4,4,2007,Equity Placement,Hotel-Lodging,Hotel/Lodging
0062A00000moaXaQAI,0012A000023XmgIQAS,9/28/2006,0,0062A00000moaXaQAI,6/14/2006,9/28/2006 0:00,Fixed-rate,TRUE,0,2006 2,2,2006,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moJ86QAE,0012A000023YAM5QAO,11/2/2011,25000000,0062A00000moJ86QAE,4/14/2011,10/31/2011 0:00,Property Sale,TRUE,0,2011 2,2,2011,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moR4UQAU,0012A000023XlvBQAS,10/17/2016,0,0062A00000moR4UQAU,8/8/2016,10/14/2016 0:00,Floating-Rate,TRUE,12,2016 3,3,2016,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000mo9y3QAA,0012A000023XqzGQAS,9/25/2009,76000000,0062A00000mo9y3QAA,2/13/2009,9/24/2009 0:00,Property Sale,TRUE,,2009 1,1,2009,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moTfrQAE,0012A000023XoveQAC,3/31/2011,0,0062A00000moTfrQAE,10/8/2010,3/31/2011 0:00,Fixed-rate,TRUE,0,2010 4,4,2010,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moaBoQAI,0012A000023XmBFQA0,7/31/2006,0,0062A00000moaBoQAI,5/12/2005,7/31/2006 0:00,Miscellaneous,TRUE,,2005 2,2,2005,Securities,Hotel-Lodging,Hotel/Lodging
0062A00000mohAoQAI,0012A000023XnsdQAC,8/17/2005,0,0062A00000mohAoQAI,7/22/2005,7/28/2005 0:00,Miscellaneous,TRUE,,2005 3,3,2005,Equity Placement,Hotel-Lodging,Hotel/Lodging
0062A00000moUpiQAE,0012A000023Y0bLQAS,8/2/2011,110000000,0062A00000moUpiQAE,1/4/2011,8/1/2011 0:00,Property Sale,TRUE,0,2011 1,1,2011,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moDaFQAU,0012A000023XtpRQAS,11/26/2014,0,0062A00000moDaFQAU,7/1/2013,11/24/2014 0:00,Construction Loan,TRUE,0,2013 3,3,2013,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moBnfQAE,0012A000023Xtr4QAC,8/31/2015,0,0062A00000moBnfQAE,1/20/2015,8/31/2015 0:00,Property Sale,TRUE,0,2015 1,1,2015,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moMOqQAM,0012A000023XlzIQAS,7/22/2015,0,0062A00000moMOqQAM,4/8/2015,7/22/2015 0:00,Fixed-rate,TRUE,0,2015 2,2,2015,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moErwQAE,0012A000023YEO4QAO,8/31/2015,0,0062A00000moErwQAE,6/1/2015,8/31/2015 0:00,Floating-Rate,TRUE,9.8,2015 2,2,2015,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moOvBQAU,0012A000023XlkTQAS,12/15/1999,0,0062A00000moOvBQAU,12/24/2002,12/15/1999 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moFEtQAM,0012A00002DrY2JQAV,7/26/2017,0,0062A00000moFEtQAM,9/15/2016,7/25/2017 0:00,Mezzanine,TRUE,0,2016 3,3,2016,Equity Placement,Hotel-Lodging,Hotel/Lodging
0062A00000moBpXQAU,0012A000023YBymQAG,10/17/2014,0,0062A00000moBpXQAU,12/3/2013,10/17/2014 0:00,Fixed-rate,TRUE,0,2013 4,4,2013,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moWDbQAM,0012A000023XnLkQAK,5/29/2014,0,0062A00000moWDbQAM,1/22/2014,5/30/2014 0:00,Property Sale,TRUE,0,2014 1,1,2014,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moFOKQA2,0012A000023Y641QAC,8/16/2017,0,0062A00000moFOKQA2,1/4/2016,8/16/2017 0:00,Construction Loan,TRUE,0,2016 1,1,2016,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moFufQAE,0012A000023XuSkQAK,2/8/2007,0,0062A00000moFufQAE,2/5/2007,2/8/2007 0:00,Joint Venture Equity,TRUE,,2007 1,1,2007,Equity Placement,Hotel-Lodging,Hotel/Lodging
0062A00000mo8RAQAY,0012A000023Xq8IQAS,8/2/2011,0,0062A00000mo8RAQAY,6/9/2011,8/2/2011 0:00,Fixed-rate,TRUE,,2011 2,2,2011,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moQPCQA2,0012A000023XzfuQAC,5/28/2014,0,0062A00000moQPCQA2,12/30/2013,5/28/2014 0:00,Property Sale,TRUE,0,2013 4,4,2013,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moRvGQAU,0012A000023YI0BQAW,3/5/2015,0,0062A00000moRvGQAU,6/12/2014,3/5/2015 0:00,Construction Loan,TRUE,0,2014 2,2,2014,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moeebQAA,0012A000023XljZQAS,6/18/2015,0,0062A00000moeebQAA,12/3/2014,6/16/2015 0:00,Property Sale,TRUE,0,2014 4,4,2014,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moEcqQAE,0012A000023Y6vPQAS,6/26/2015,0,0062A00000moEcqQAE,4/17/2015,6/26/2015 0:00,Fixed-rate,TRUE,11,2015 2,2,2015,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moE3IQAU,0012A000023XsvXQAS,6/13/2016,0,0062A00000moE3IQAU,12/10/2015,6/9/2016 0:00,Fixed-rate,TRUE,11,2015 4,4,2015,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moIT3QAM,0012A000023YB7QQAW,9/23/2016,0,0062A00000moIT3QAM,4/28/2016,9/22/2016 0:00,Floating-Rate,TRUE,0,2016 2,2,2016,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moUjgQAE,0012A000023Xpn2QAC,9/30/2010,12000000,0062A00000moUjgQAE,2/5/2010,9/27/2010 0:00,Property Sale,TRUE,,2010 1,1,2010,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moZjWQAU,0012A000023YLqwQAG,12/17/2012,0,0062A00000moZjWQAU,8/19/2011,12/13/2012 0:00,Property Sale,TRUE,0,2011 3,3,2011,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moFuQQAU,0012A000023XuSkQAK,10/11/2005,0,0062A00000moFuQQAU,5/17/2004,10/7/2005 0:00,Property Sale,TRUE,,2004 2,2,2004,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moPpEQAU,0012A000023XlpXQAS,1/31/2017,0,0062A00000moPpEQAU,1/19/2015,1/31/2017 0:00,Property Sale,TRUE,0,2015 1,1,2015,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moAP8QAM,0012A000023XqKeQAK,10/16/2015,0,0062A00000moAP8QAM,8/13/2013,10/15/2015 0:00,Property Sale,TRUE,0,2013 3,3,2013,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000mo8twQAA,0012A000023XqJhQAK,6/29/2016,0,0062A00000mo8twQAA,7/11/2014,6/29/2016 0:00,Property Sale,TRUE,0,2014 3,3,2014,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moNL9QAM,0012A000023YG60QAG,10/14/2016,0,0062A00000moNL9QAM,11/11/2015,10/13/2016 0:00,Property Sale,TRUE,0,2015 4,4,2015,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000mohOiQAI,001F000001u2YKzIAM,11/1/2016,0,0062A00000mohOiQAI,4/27/2015,11/1/2016 0:00,Property Sale,TRUE,0,2015 2,2,2015,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moWc2QAE,0012A000023Y0cdQAC,6/30/2010,54000000,0062A00000moWc2QAE,11/23/2009,6/30/2010 0:00,Property Sale,TRUE,,2009 4,4,2009,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moEUqQAM,0012A000023XsvXQAS,7/11/2011,0,0062A00000moEUqQAM,2/23/2011,7/11/2011 0:00,Fixed-rate,TRUE,0,2011 1,1,2011,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000mod2BQAQ,0012A000023XwaFQAS,12/30/2014,0,0062A00000mod2BQAQ,11/19/2013,12/26/2014 0:00,Floating-Rate,TRUE,0,2013 4,4,2013,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moKO0QAM,0012A000023XlVSQA0,3/8/2013,0,0062A00000moKO0QAM,6/25/2012,3/6/2013 0:00,Property Sale,TRUE,0,2012 2,2,2012,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moPtvQAE,0012A000023Xyj7QAC,6/30/2015,0,0062A00000moPtvQAE,11/21/2014,6/30/2015 0:00,Floating-Rate,TRUE,0,2014 4,4,2014,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moVFbQAM,0012A000023Y8ZZQA0,3/3/2004,0,0062A00000moVFbQAM,4/2/2004,3/3/2004 0:00,Miscellaneous,TRUE,,2004 2,2,2004,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moFskQAE,0012A000023XuSkQAK,5/21/2007,0,0062A00000moFskQAE,4/17/2007,5/11/2007 0:00,Joint Venture Equity,TRUE,,2007 2,2,2007,Equity Placement,Hotel-Lodging,Hotel/Lodging
0062A00000moEUvQAM,0012A000023XsvXQAS,8/15/2016,0,0062A00000moEUvQAM,2/25/2016,8/5/2016 0:00,Miscellaneous,TRUE,,2016 1,1,2016,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moLKLQA2,0012A000023YDFOQA4,7/17/2013,0,0062A00000moLKLQA2,8/28/2012,7/17/2013 0:00,Property Sale,TRUE,0,2012 3,3,2012,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moDbcQAE,0012A000023XrlHQAS,11/13/2009,0,0062A00000moDbcQAE,10/1/2009,10/27/2009 0:00,Miscellaneous,TRUE,,2009 4,4,2009,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moKMqQAM,0012A000023XlVSQA0,3/5/2010,0,0062A00000moKMqQAM,5/29/2009,3/2/2010 0:00,Higher Risk Performing,TRUE,,2009 2,2,2009,Loan Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moedEQAQ,0012A000023XljZQAS,8/12/2014,0,0062A00000moedEQAQ,3/31/2014,8/12/2014 0:00,Fixed-rate,TRUE,0,2014 1,1,2014,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moIC3QAM,0012A000023YB6AQAW,2/27/2015,0,0062A00000moIC3QAM,7/23/2014,2/27/2015 0:00,Property Sale,TRUE,0,2014 3,3,2014,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moHZkQAM,0012A000023XujKQAS,1/11/2016,0,0062A00000moHZkQAM,11/23/2015,1/4/2016 0:00,Miscellaneous,TRUE,,2015 4,4,2015,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moKMdQAM,0012A000023XlVkQAK,8/7/2002,0,0062A00000moKMdQAM,12/24/2002,8/7/2002 0:00,Property Sale,TRUE,,2002 4,4,2002,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moeZOQAY,0012A000023Xlk3QAC,11/20/2009,20000000,0062A00000moeZOQAY,9/14/2009,11/19/2009 0:00,Property Sale,TRUE,,2009 3,3,2009,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000mo8tvQAA,0012A000023XqJhQAK,1/14/2011,0,0062A00000mo8tvQAA,6/10/2010,1/13/2011 0:00,Fixed-rate,TRUE,0,2010 2,2,2010,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moTIPQA2,0012A000023XoUSQA0,10/11/2012,0,0062A00000moTIPQA2,6/20/2012,10/10/2012 0:00,Property Sale,TRUE,0,2012 2,2,2012,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moA8mQAE,0012A000023Xt6lQAC,6/29/2015,0,0062A00000moA8mQAE,2/18/2015,6/25/2015 0:00,Fixed-rate,TRUE,10,2015 1,1,2015,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moedoQAA,0012A000023Xlk3QAC,9/8/2009,13000000,0062A00000moedoQAA,6/12/2008,9/4/2009 0:00,Property Sale,TRUE,,2008 2,2,2008,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moDoQQAU,0012A000023XrlHQAS,6/22/2010,0,0062A00000moDoQQAU,11/13/2009,6/22/2010 0:00,Miscellaneous,TRUE,,2009 4,4,2009,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moFaGQAU,0012A000023Y4FfQAK,12/17/2015,0,0062A00000moFaGQAU,2/3/2015,12/7/2015 0:00,Consulting Fees-Debt,TRUE,,2015 1,1,2015,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moZIUQA2,0012A000023YBhKQAW,1/28/2015,0,0062A00000moZIUQA2,10/7/2014,1/28/2015 0:00,Miscellaneous,TRUE,,2014 4,4,2014,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000modiSQAQ,0012A000023XtHVQA0,12/3/2010,0,0062A00000modiSQAQ,6/21/2010,12/2/2010 0:00,Joint Venture Equity,TRUE,,2010 2,2,2010,Equity Placement,Hotel-Lodging,Hotel/Lodging
0062A00000moXYfQAM,0012A000023YLw9QAG,11/19/2015,0,0062A00000moXYfQAM,2/23/2015,11/19/2015 0:00,Property Sale,TRUE,0,2015 1,1,2015,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moYCfQAM,0012A000023YL27QAG,12/28/2015,0,0062A00000moYCfQAM,12/15/2015,12/23/2015 0:00,Fixed-rate,TRUE,0,2015 4,4,2015,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moMyaQAE,0012A000023Xm7CQAS,6/5/2007,0,0062A00000moMyaQAE,2/16/2007,6/1/2007 0:00,Floating-Rate,TRUE,,2007 1,1,2007,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moWufQAE,0012A000023XoHnQAK,6/29/2009,0,0062A00000moWufQAE,1/29/2008,6/5/2009 0:00,Floating-Rate,TRUE,,2008 1,1,2008,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moDMCQA2,0012A000023YAKQQA4,3/3/2015,0,0062A00000moDMCQA2,10/10/2014,2/27/2015 0:00,Floating-Rate,TRUE,0,2014 4,4,2014,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moFIYQA2,0012A000023Y5y4QAC,9/1/2009,0,0062A00000moFIYQA2,5/21/2009,9/16/2009 0:00,Higher Risk Performing,TRUE,,2009 2,2,2009,Loan Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moGPPQA2,0012A000023YEnjQAG,5/21/2015,0,0062A00000moGPPQA2,11/13/2014,5/21/2015 0:00,Property Sale,TRUE,0,2014 4,4,2014,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000mo8xrQAA,0012A000023Xq8IQAS,12/18/2015,0,0062A00000mo8xrQAA,7/23/2015,12/18/2015 0:00,Fixed-rate,TRUE,0,2015 3,3,2015,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moXJBQA2,0012A00002Bg2LxQAJ,5/6/2016,0,0062A00000moXJBQA2,11/2/2015,5/2/2016 0:00,Property Sale,TRUE,0,2015 4,4,2015,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moDZlQAM,0012A000023XtpRQAS,5/22/2008,0,0062A00000moDZlQAM,5/15/2008,4/4/2008 0:00,Miscellaneous,TRUE,,2008 2,2,2008,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moUK6QAM,0012A000023Y8eRQAS,5/22/2007,0,0062A00000moUK6QAM,7/19/2006,5/15/2007 0:00,Fixed-rate,TRUE,0,2006 3,3,2006,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000mocJlQAI,0012A000023XnkuQAC,10/13/2015,0,0062A00000mocJlQAI,3/9/2015,10/12/2015 0:00,Property Sale,TRUE,0,2015 1,1,2015,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moH7uQAE,0012A000023XuKxQAK,12/27/2007,0,0062A00000moH7uQAE,12/14/2007,12/18/2007 0:00,Joint Venture Equity,TRUE,,2007 4,4,2007,Equity Placement,Hotel-Lodging,Hotel/Lodging
0062A00000moJ4tQAE,0012A000023YAM5QAO,11/2/2011,5600000,0062A00000moJ4tQAE,9/28/2011,11/1/2011 0:00,Property Sale,TRUE,0,2011 3,3,2011,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000mo8SpQAI,0012A000023Xq8IQAS,5/1/2013,0,0062A00000mo8SpQAI,1/25/2013,5/1/2013 0:00,Fixed-rate,TRUE,10.1,2013 1,1,2013,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moUe1QAE,0012A000023Y8pRQAS,4/11/2014,0,0062A00000moUe1QAE,9/27/2013,4/11/2014 0:00,Property Sale,TRUE,0,2013 3,3,2013,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moeg3QAA,0012A000023XljZQAS,10/23/2014,0,0062A00000moeg3QAA,12/30/2013,10/23/2014 0:00,Property Sale,TRUE,0,2013 4,4,2013,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moeJoQAI,0012A000023XljZQAS,6/19/2015,0,0062A00000moeJoQAI,12/8/2014,6/9/2015 0:00,Floating-Rate,TRUE,0,2014 4,4,2014,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moAiaQAE,0012A000023XtwjQAC,4/15/2016,0,0062A00000moAiaQAE,3/2/2016,4/15/2016 0:00,Property Sale,TRUE,0,2016 1,1,2016,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moc3NQAQ,0012A000023YHTbQAO,6/12/2017,0,0062A00000moc3NQAQ,11/8/2016,6/9/2017 0:00,Property Sale,TRUE,0,2016 4,4,2016,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moFuWQAU,0012A000023XuSkQAK,12/28/2001,0,0062A00000moFuWQAU,12/24/2002,12/28/2001 0:00,Fixed-rate,TRUE,,2002 4,4,2002,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000mocMjQAI,0012A000024GP5bQAG,11/27/2006,0,0062A00000mocMjQAI,7/6/2006,11/27/2006 0:00,Floating-Rate,TRUE,,2006 3,3,2006,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moAPNQA2,0012A000023XqKeQAK,3/5/2015,0,0062A00000moAPNQA2,10/8/2014,3/3/2015 0:00,Property Sale,TRUE,0,2014 4,4,2014,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moFuMQAU,0012A000023XuSkQAK,5/7/2010,0,0062A00000moFuMQAU,12/11/2009,5/7/2010 0:00,Miscellaneous,TRUE,,2009 4,4,2009,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moNMrQAM,0012A000023XliRQAS,8/27/2010,0,0062A00000moNMrQAM,1/15/2010,8/27/2010 0:00,Fixed-rate,TRUE,,2010 1,1,2010,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moWukQAE,0012A000023XoHnQAK,7/28/2008,0,0062A00000moWukQAE,1/29/2008,7/29/2008 0:00,Floating-Rate,TRUE,,2008 1,1,2008,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moQtgQAE,0012A000023XluNQAS,12/30/2004,0,0062A00000moQtgQAE,4/16/2004,12/30/2004 0:00,Fixed-rate,TRUE,0,2004 2,2,2004,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moPrLQAU,0012A000023XluNQAS,5/5/2015,0,0062A00000moPrLQAU,9/23/2014,5/4/2015 0:00,Construction Loan,TRUE,0,2014 3,3,2014,Debt,Hotel-Lodging,Hotel/Lodging
0062A00000moB3NQAU,0012A000023XoLTQA0,6/24/2015,0,0062A00000moB3NQAU,10/21/2014,6/23/2015 0:00,Property Sale,TRUE,0,2014 4,4,2014,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000moXJVQA2,0012A00002Bg2LxQAJ,3/30/2015,0,0062A00000moXJVQA2,8/30/2013,3/27/2015 0:00,Property Sale,TRUE,0,2013 3,3,2013,Investment Sales,Hotel-Lodging,Hotel/Lodging
0062A00000mobnRQAQ,0012A000023XoNdQAK,7/9/2004,0,0062A00000mobnRQAQ,3/27/2004,7/8/2004 0:00,Floating-Rate,TRUE,0,2004 1,1,2004,Debt,Hotel-Lodging,Hotel/Lodging
