id,createdbyid,id_deals,id_props
a0A2A00000TzmHyUAJ,005F0000007WnNDIA0,0062A00000mod4MQAQ,a0I2A00000XQHlzUAH
a0A2A00000TzmI0UAJ,005F0000007WnNDIA0,0062A00000mofsaQAA,a0I2A00000XQHm0UAH
a0A2A00000TzmI1UAJ,005F0000007WnNDIA0,0062A00000moOslQAE,a0I2A00000XQHlqUAH
a0A2A00000TzmI2UAJ,005F0000007WnNDIA0,0062A00000modhjQAA,a0I2A00000XQHmCUAX
a0A2A00000TzmI3UAJ,005F0000007WnNDIA0,0062A00000moJRzQAM,a0I2A00000XQHmDUAX
a0A2A00000TzmI5UAJ,005F0000007WnNDIA0,0062A00000moXDXQA2,a0I2A00000XQHm7UAH
a0A2A00000TzmI6UAJ,005F0000007WnNDIA0,0062A00000moHJqQAM,a0I2A00000XQHm4UAH
a0A2A00000TzmI7UAJ,005F0000007WnNDIA0,0062A00000moQRZQA2,a0I2A00000XQHm5UAH
a0A2A00000TzmIAUAZ,005F0000007WnNDIA0,0062A00000mobz6QAA,a0I2A00000XQHmEUAX
a0A2A00000TzmIBUAZ,005F0000007WnNDIA0,0062A00000moYFvQAM,a0I2A00000XQHmHUAX
a0A2A00000TzmICUAZ,005F0000007WnNDIA0,0062A00000moZksQAE,a0I2A00000XQHmIUAX
a0A2A00000TzmIDUAZ,005F0000007WnNDIA0,0062A00000mo8HrQAI,a0I2A00000XQHmMUAX
a0A2A00000TzmIEUAZ,005F0000007WnNDIA0,0062A00000mo9TiQAI,a0I2A00000XQHmNUAX
a0A2A00000TzmIFUAZ,005F0000007WnNDIA0,0062A00000mo9TiQAI,a0I2A00000XQHmJUAX
a0A2A00000TzmIGUAZ,005F0000007WnNDIA0,0062A00000mo9TiQAI,a0I2A00000XQHmRUAX
a0A2A00000TzmIHUAZ,005F0000007WnNDIA0,0062A00000mo9TiQAI,a0I2A00000XQHmSUAX
a0A2A00000TzmIIUAZ,005F0000007WnNDIA0,0062A00000mo9TiQAI,a0I2A00000XQHmTUAX
a0A2A00000TzmIJUAZ,005F0000007WnNDIA0,0062A00000mo9TiQAI,a0I2A00000XQHmOUAX
a0A2A00000TzmIKUAZ,005F0000007WnNDIA0,0062A00000mo9TiQAI,a0I2A00000XQHmPUAX
a0A2A00000TzmILUAZ,005F0000007WnNDIA0,0062A00000moNZvQAM,a0I2A00000XQHmvUAH
a0A2A00000TzmIMUAZ,005F0000007WnNDIA0,0062A00000moHgpQAE,a0I2A00000XQHn0UAH
a0A2A00000TzmINUAZ,005F0000007WnNDIA0,0062A00000mogLMQAY,a0I2A00000XQHn1UAH
a0A2A00000TzmIPUAZ,005F0000007WnNDIA0,0062A00000moPr1QAE,a0I2A00000XQHmWUAX
a0A2A00000TzmIQUAZ,005F0000007WnNDIA0,0062A00000moMMkQAM,a0I2A00000XQHmXUAX
a0A2A00000TzmIRUAZ,005F0000007WnNDIA0,0062A00000moAGVQA2,a0I2A00000XQHmbUAH
a0A2A00000TzmISUAZ,005F0000007WnNDIA0,0062A00000moISHQA2,a0I2A00000XQHmbUAH
a0A2A00000TzmITUAZ,005F0000007WnNDIA0,0062A00000moJ7mQAE,a0I2A00000XQHmcUAH
a0A2A00000TzmIUUAZ,005F0000007WnNDIA0,0062A00000mo9aGQAQ,a0I2A00000XQHmcUAH
a0A2A00000TzmIVUAZ,005F0000007WnNDIA0,0062A00000moAp7QAE,a0I2A00000XQHmgUAH
a0A2A00000TzmIWUAZ,005F0000007WnNDIA0,0062A00000moAkvQAE,a0I2A00000XQHmgUAH
a0A2A00000TzmIXUAZ,005F0000007WnNDIA0,0062A00000moLiDQAU,a0I2A00000XQHmhUAH
a0A2A00000TzmIYUAZ,005F0000007WnNDIA0,0062A00000moSMeQAM,a0I2A00000XQHmFUAX
a0A2A00000TzmIZUAZ,005F0000007WnNDIA0,0062A00000moVlDQAU,a0I2A00000XQHmlUAH
a0A2A00000TzmIaUAJ,005F0000007WnNDIA0,0062A00000moVkLQAU,a0I2A00000XQHmlUAH
a0A2A00000TzmIbUAJ,005F0000007WnNDIA0,0062A00000moDcfQAE,a0I2A00000XQHmdUAH
a0A2A00000TzmIcUAJ,005F0000007WnNDIA0,0062A00000moBqFQAU,a0I2A00000XQHmeUAH
a0A2A00000TzmIeUAJ,005F0000007WnNDIA0,0062A00000moU4pQAE,a0I2A00000XQHmfUAH
a0A2A00000TzmIfUAJ,005F0000007WnNDIA0,0062A00000mocPTQAY,a0I2A00000XQHmqUAH
a0A2A00000TzmIgUAJ,005F0000007WnNDIA0,0062A00000moK2oQAE,a0I2A00000XQHmvUAH
a0A2A00000TzmIjUAJ,005F0000007WnNDIA0,0062A00000moJapQAE,a0I2A00000XQHn3UAH
a0A2A00000TzmIkUAJ,005F0000007WnNDIA0,0062A00000mofTUQAY,a0I2A00000XQHn4UAH
a0A2A00000TzmIoUAJ,005F0000007WnNDIA0,0062A00000mofM1QAI,a0I2A00000XQHn4UAH
a0A2A00000TzmIpUAJ,005F0000007WnNDIA0,0062A00000mob0nQAA,a0I2A00000XQHn5UAH
a0A2A00000TzmIqUAJ,005F0000007WnNDIA0,0062A00000moRuLQAU,a0I2A00000XQHn5UAH
a0A2A00000TzmItUAJ,005F0000007WnNDIA0,0062A00000moJEiQAM,a0I2A00000XQHnAUAX
a0A2A00000TzmIuUAJ,005F0000007WnNDIA0,0062A00000mo8tpQAA,a0I2A00000XQHnBUAX
a0A2A00000TzmIvUAJ,005F0000007WnNDIA0,0062A00000moVcNQAU,a0I2A00000XQHnCUAX
a0A2A00000TzmIwUAJ,005F0000007WnNDIA0,0062A00000moSMjQAM,a0I2A00000XQHnFUAX
a0A2A00000TzmIxUAJ,005F0000007WnNDIA0,0062A00000moSNIQA2,a0I2A00000XQHnFUAX
a0A2A00000TzmIyUAJ,005F0000007WnNDIA0,0062A00000moSL2QAM,a0I2A00000XQHnFUAX
a0A2A00000TzmIzUAJ,005F0000007WnNDIA0,0062A00000moSIXQA2,a0I2A00000XQHnFUAX
a0A2A00000TzmJ0UAJ,005F0000007WnNDIA0,0062A00000moAfbQAE,a0I2A00000XQHnKUAX
a0A2A00000TzmJ1UAJ,005F0000007WnNDIA0,0062A00000moT1dQAE,a0I2A00000XQHnLUAX
a0A2A00000TzmJ2UAJ,005F0000007WnNDIA0,0062A00000mo8psQAA,a0I2A00000XQHnMUAX
a0A2A00000TzmJ3UAJ,005F0000007WnNDIA0,0062A00000moI5QQAU,a0I2A00000XQHnNUAX
a0A2A00000TzmJ4UAJ,005F0000007WnNDIA0,0062A00000moI5QQAU,a0I2A00000XQHnPUAX
a0A2A00000TzmJ5UAJ,005F0000007WnNDIA0,0062A00000moQbSQAU,a0I2A00000XQHnQUAX
a0A2A00000TzmJ6UAJ,005F0000007WnNDIA0,0062A00000moQcVQAU,a0I2A00000XQHnQUAX
a0A2A00000TzmJ7UAJ,005F0000007WnNDIA0,0062A00000mogC5QAI,a0I2A00000XQHnRUAX
a0A2A00000TzmJ8UAJ,005F0000007WnNDIA0,0062A00000moF0hQAE,a0I2A00000XQHnSUAX
a0A2A00000TzmJ9UAJ,005F0000007WnNDIA0,0062A00000moAreQAE,a0I2A00000XQHnSUAX
a0A2A00000TzmJAUAZ,005F0000007WnNDIA0,0062A00000moL09QAE,a0I2A00000XQHmxUAH
a0A2A00000TzmJBUAZ,005F0000007WnNDIA0,0062A00000moKySQAU,a0I2A00000XQHmxUAH
a0A2A00000TzmJCUAZ,005F0000007WnNDIA0,0062A00000moNJSQA2,a0I2A00000XQHn6UAH
a0A2A00000TzmJDUAZ,005F0000007WnNDIA0,0062A00000moNFbQAM,a0I2A00000XQHn6UAH
a0A2A00000TzmJEUAZ,005F0000007WnNDIA0,0062A00000moOjKQAU,a0I2A00000XQHnOUAX
a0A2A00000TzmJIUAZ,005F0000007WnNDIA0,0062A00000moX9uQAE,a0I2A00000XQHmyUAH
a0A2A00000TzmJJUAZ,005F0000007WnNDIA0,0062A00000moRGvQAM,a0I2A00000XQHmzUAH
a0A2A00000TzmJKUAZ,005F0000007WnNDIA0,0062A00000moIDBQA2,a0I2A00000XQHnUUAX
a0A2A00000TzmJLUAZ,005F0000007WnNDIA0,0062A00000moIUpQAM,a0I2A00000XQHnUUAX
a0A2A00000TzmJMUAZ,005F0000007WnNDIA0,0062A00000moWJcQAM,a0I2A00000XQHnVUAX
a0A2A00000TzmJNUAZ,005F0000007WnNDIA0,0062A00000moan9QAA,a0I2A00000XQHnWUAX
a0A2A00000TzmJOUAZ,005F0000007WnNDIA0,0062A00000moaJFQAY,a0I2A00000XQHMGUA5
a0A2A00000TzmJPUAZ,005F0000007WnNDIA0,0062A00000moHuZQAU,a0I2A00000XQHMHUA5
a0A2A00000TzmJQUAZ,005F0000007WnNDIA0,0062A00000moFP8QAM,a0I2A00000XQHMHUA5
a0A2A00000TzmJRUAZ,005F0000007WnNDIA0,0062A00000moIk4QAE,a0I2A00000XQHnZUAX
a0A2A00000TzmJSUAZ,005F0000007WnNDIA0,0062A00000moAppQAE,a0I2A00000XQHnaUAH
a0A2A00000TzmJTUAZ,005F0000007WnNDIA0,0062A00000moAdWQAU,a0I2A00000XQHnaUAH
a0A2A00000TzmJUUAZ,005F0000007WnNDIA0,0062A00000moNTOQA2,a0I2A00000XQHnbUAH
a0A2A00000TzmJVUAZ,005F0000007WnNDIA0,0062A00000mog59QAA,a0I2A00000XQHncUAH
a0A2A00000TzmJWUAZ,005F0000007WnNDIA0,0062A00000moJfLQAU,a0I2A00000XQHndUAH
a0A2A00000TzmJXUAZ,005F0000007WnNDIA0,0062A00000moCZeQAM,a0I2A00000XQHneUAH
a0A2A00000TzmJYUAZ,005F0000007WnNDIA0,0062A00000moHhyQAE,a0I2A00000XQHnfUAH
a0A2A00000TzmJZUAZ,005F0000007WnNDIA0,0062A00000moHiHQAU,a0I2A00000XQHnfUAH
a0A2A00000TzmJaUAJ,005F0000007WnNDIA0,0062A00000moQOiQAM,a0I2A00000XQHnfUAH
a0A2A00000TzmJbUAJ,005F0000007WnNDIA0,0062A00000moQ7BQAU,a0I2A00000XQHnfUAH
a0A2A00000TzmJcUAJ,005F0000007WnNDIA0,0062A00000moRiyQAE,a0I2A00000XQHnhUAH
a0A2A00000TzmJhUAJ,005F0000007WnNDIA0,0062A00000moY9EQAU,a0I2A00000XQHniUAH
a0A2A00000TzmJiUAJ,005F0000007WnNDIA0,0062A00000moOKNQA2,a0I2A00000XQHnjUAH
a0A2A00000TzmJjUAJ,005F0000007WnNDIA0,0062A00000moOKNQA2,a0I2A00000XQHnoUAH
a0A2A00000TzmJkUAJ,005F0000007WnNDIA0,0062A00000moJM0QAM,a0I2A00000XQHnpUAH
a0A2A00000TzmJmUAJ,005F0000007WnNDIA0,0062A00000moKrvQAE,a0I2A00000XQHnqUAH
a0A2A00000TzmJnUAJ,005F0000007WnNDIA0,0062A00000moIk4QAE,a0I2A00000XQHnrUAH
a0A2A00000TzmJoUAJ,005F0000007WnNDIA0,0062A00000moGCjQAM,a0I2A00000XQHnsUAH
a0A2A00000TzmJpUAJ,005F0000007WnNDIA0,0062A00000moL0nQAE,a0I2A00000XQHoIUAX
a0A2A00000TzmJqUAJ,005F0000007WnNDIA0,0062A00000moRTtQAM,a0I2A00000XQHoNUAX
a0A2A00000TzmJrUAJ,005F0000007WnNDIA0,0062A00000moSY1QAM,a0I2A00000XQHntUAH
a0A2A00000TzmJsUAJ,005F0000007WnNDIA0,0062A00000moSWQQA2,a0I2A00000XQHntUAH
a0A2A00000TzmJwUAJ,005F0000007WnNDIA0,0062A00000moS8wQAE,a0I2A00000XQHnuUAH
a0A2A00000TzmJxUAJ,005F0000007WnNDIA0,0062A00000mobGBQAY,a0I2A00000XQHnvUAH
a0A2A00000TzmJyUAJ,005F0000007WnNDIA0,0062A00000moItrQAE,a0I2A00000XQHnwUAH
a0A2A00000TzmJzUAJ,005F0000007WnNDIA0,0062A00000moL2ZQAU,a0I2A00000XQHnyUAH
a0A2A00000TzmK0UAJ,005F0000007WnNDIA0,0062A00000moRI2QAM,a0I2A00000XQHnzUAH
a0A2A00000TzmK1UAJ,005F0000007WnNDIA0,0062A00000moE3bQAE,a0I2A00000XQHo3UAH
a0A2A00000TzmK2UAJ,005F0000007WnNDIA0,0062A00000moM9oQAE,a0I2A00000XQHnxUAH
a0A2A00000TzmK3UAJ,005F0000007WnNDIA0,0062A00000moh5AQAQ,a0I2A00000XQHo8UAH
a0A2A00000TzmK4UAJ,005F0000007WnNDIA0,0062A00000moBhjQAE,a0I2A00000XQHo9UAH
a0A2A00000TzmK5UAJ,005F0000007WnNDIA0,0062A00000moJb3QAE,a0I2A00000XQHoDUAX
a0A2A00000TzmK6UAJ,005F0000007WnNDIA0,0062A00000moEcxQAE,a0I2A00000XQHoEUAX
a0A2A00000TzmK7UAJ,005F0000007WnNDIA0,0062A00000moQWhQAM,a0I2A00000XQHoFUAX
a0A2A00000TzmKBUAZ,005F0000007WnNDIA0,0062A00000moOilQAE,a0I2A00000XQHoOUAX
a0A2A00000TzmKCUAZ,005F0000007WnNDIA0,0062A00000mobyxQAA,a0I2A00000XQHoOUAX
a0A2A00000TzmKDUAZ,005F0000007WnNDIA0,0062A00000moayWQAQ,a0I2A00000XQHoPUAX
a0A2A00000TzmKEUAZ,005F0000007WnNDIA0,0062A00000moRGvQAM,a0I2A00000XQHoJUAX
a0A2A00000TzmKFUAZ,005F0000007WnNDIA0,0062A00000moRGvQAM,a0I2A00000XQHoKUAX
a0A2A00000TzmKLUAZ,005F0000007WnNDIA0,0062A00000moMDiQAM,a0I2A00000XQHoGUAX
a0A2A00000TzmKQUAZ,005F0000007WnNDIA0,0062A00000moMDdQAM,a0I2A00000XQHoGUAX
a0A2A00000TzmKRUAZ,005F0000007WnNDIA0,0062A00000moB25QAE,a0I2A00000XQHo4UAH
a0A2A00000TzmKVUAZ,005F0000007WnNDIA0,0062A00000moB25QAE,a0I2A00000XQHo5UAH
a0A2A00000TzmKWUAZ,005F0000007WnNDIA0,0062A00000moER8QAM,a0I2A00000XQHo6UAH
a0A2A00000TzmKXUAZ,005F0000007WnNDIA0,0062A00000moEKIQA2,a0I2A00000XQHo6UAH
a0A2A00000TzmKYUAZ,005F0000007WnNDIA0,0062A00000moelXQAQ,a0I2A00000XQHo7UAH
a0A2A00000TzmKZUAZ,005F0000007WnNDIA0,0062A00000moetgQAA,a0I2A00000XQHo7UAH
a0A2A00000TzmKaUAJ,005F0000007WnNDIA0,0062A00000moGpOQAU,a0I2A00000XQHnkUAH
a0A2A00000TzmKbUAJ,005F0000007WnNDIA0,0062A00000mogKCQAY,a0I2A00000XQHnlUAH
a0A2A00000TzmKcUAJ,005F0000007WnNDIA0,0062A00000mog6CQAQ,a0I2A00000XQHnmUAH
a0A2A00000TzmKdUAJ,005F0000007WnNDIA0,0062A00000mo995QAA,a0I2A00000XQHnnUAH
a0A2A00000TzmKeUAJ,005F0000007WnNDIA0,0062A00000moBOpQAM,a0I2A00000XQHoSUAX
a0A2A00000TzmKfUAJ,005F0000007WnNDIA0,0062A00000moNTTQA2,a0I2A00000XQHoXUAX
a0A2A00000TzmKkUAJ,005F0000007WnNDIA0,0062A00000moBaDQAU,a0I2A00000XQHocUAH
a0A2A00000TzmKlUAJ,005F0000007WnNDIA0,0062A00000moPPrQAM,a0I2A00000XQHocUAH
a0A2A00000TzmKmUAJ,005F0000007WnNDIA0,0062A00000moOKNQA2,a0I2A00000XQHodUAH
a0A2A00000TzmKnUAJ,005F0000007WnNDIA0,0062A00000moI7bQAE,a0I2A00000XQHoeUAH
a0A2A00000TzmKpUAJ,005F0000007WnNDIA0,0062A00000moPzUQAU,a0I2A00000XQHofUAH
a0A2A00000TzmKqUAJ,005F0000007WnNDIA0,0062A00000mogCoQAI,a0I2A00000XQHohUAH
a0A2A00000TzmKrUAJ,005F0000007WnNDIA0,0062A00000moISyQAM,a0I2A00000XQHoiUAH
a0A2A00000TzmKsUAJ,005F0000007WnNDIA0,0062A00000moTFFQA2,a0I2A00000XQHojUAH
a0A2A00000TzmKtUAJ,005F0000007WnNDIA0,0062A00000moTEqQAM,a0I2A00000XQHokUAH
a0A2A00000TzmKuUAJ,005F0000007WnNDIA0,0062A00000moTEvQAM,a0I2A00000XQHogUAH
a0A2A00000TzmKvUAJ,005F0000007WnNDIA0,0062A00000moJGGQA2,a0I2A00000XQHomUAH
a0A2A00000TzmKwUAJ,005F0000007WnNDIA0,0062A00000moJGeQAM,a0I2A00000XQHomUAH
a0A2A00000TzmKzUAJ,005F0000007WnNDIA0,0062A00000mo99YQAQ,a0I2A00000XQHomUAH
a0A2A00000TzmL0UAJ,005F0000007WnNDIA0,0062A00000mo99TQAQ,a0I2A00000XQHomUAH
a0A2A00000TzmL1UAJ,005F0000007WnNDIA0,0062A00000mo8aaQAA,a0I2A00000XQHomUAH
a0A2A00000TzmL2UAJ,005F0000007WnNDIA0,0062A00000moA2BQAU,a0I2A00000XQHonUAH
a0A2A00000TzmL3UAJ,005F0000007WnNDIA0,0062A00000moM9oQAE,a0I2A00000XQHooUAH
a0A2A00000TzmL4UAJ,005F0000007WnNDIA0,0062A00000moVvSQAU,a0I2A00000XQHoYUAX
a0A2A00000TzmL5UAJ,005F0000007WnNDIA0,0062A00000moVc1QAE,a0I2A00000XQHoYUAX
a0A2A00000TzmL6UAJ,005F0000007WnNDIA0,0062A00000moO4gQAE,a0I2A00000XQHoZUAX
a0A2A00000TzmL9UAJ,005F0000007WnNDIA0,0062A00000moUrUQAU,a0I2A00000XQHorUAH
a0A2A00000TzmLAUAZ,005F0000007WnNDIA0,0062A00000moLGcQAM,a0I2A00000XQHosUAH
a0A2A00000TzmLBUAZ,005F0000007WnNDIA0,0062A00000moLLhQAM,a0I2A00000XQHosUAH
a0A2A00000TzmLCUAZ,005F0000007WnNDIA0,0062A00000moG5VQAU,a0I2A00000XQHotUAH
a0A2A00000TzmLDUAZ,005F0000007WnNDIA0,0062A00000moNbrQAE,a0I2A00000XQHotUAH
a0A2A00000TzmLEUAZ,005F0000007WnNDIA0,0062A00000moGCeQAM,a0I2A00000XQHotUAH
a0A2A00000TzmLFUAZ,005F0000007WnNDIA0,0062A00000moVe3QAE,a0I2A00000XQHotUAH
a0A2A00000TzmLGUAZ,005F0000007WnNDIA0,0062A00000moVYtQAM,a0I2A00000XQHotUAH
a0A2A00000TzmLHUAZ,005F0000007WnNDIA0,0062A00000mo8QPQAY,a0I2A00000XQHouUAH
a0A2A00000TzmLIUAZ,005F0000007WnNDIA0,0062A00000moXL3QAM,a0I2A00000XQHopUAH
a0A2A00000TzmLJUAZ,005F0000007WnNDIA0,0062A00000moXEbQAM,a0I2A00000XQHopUAH
a0A2A00000TzmLKUAZ,005F0000007WnNDIA0,0062A00000moJIvQAM,a0I2A00000XQHoqUAH
a0A2A00000TzmLOUAZ,005F0000007WnNDIA0,0062A00000moQcaQAE,a0I2A00000XQHowUAH
a0A2A00000TzmLPUAZ,005F0000007WnNDIA0,0062A00000moQcfQAE,a0I2A00000XQHowUAH
a0A2A00000TzmLQUAZ,005F0000007WnNDIA0,0062A00000moQbsQAE,a0I2A00000XQHoaUAH
a0A2A00000TzmLRUAZ,005F0000007WnNDIA0,0062A00000moQ0EQAU,a0I2A00000XQHoaUAH
a0A2A00000TzmLSUAZ,005F0000007WnNDIA0,0062A00000moTSUQA2,a0I2A00000XQHovUAH
a0A2A00000TzmLTUAZ,005F0000007WnNDIA0,0062A00000moTS4QAM,a0I2A00000XQHovUAH
a0A2A00000TzmLUUAZ,005F0000007WnNDIA0,0062A00000mogteQAA,a0I2A00000XQHovUAH
a0A2A00000TzmLVUAZ,005F0000007WnNDIA0,0062A00000moEo7QAE,a0I2A00000XQHp1UAH
a0A2A00000TzmLWUAZ,005F0000007WnNDIA0,0062A00000moRIcQAM,a0I2A00000XQHp6UAH
a0A2A00000TzmLXUAZ,005F0000007WnNDIA0,0062A00000moRJKQA2,a0I2A00000XQHp6UAH
a0A2A00000TzmLYUAZ,005F0000007WnNDIA0,0062A00000moDKCQA2,a0I2A00000XQHpBUAX
a0A2A00000TzmLZUAZ,005F0000007WnNDIA0,0062A00000moMCaQAM,a0I2A00000XQHpGUAX
a0A2A00000TzmLaUAJ,005F0000007WnNDIA0,0062A00000moMCzQAM,a0I2A00000XQHpGUAX
a0A2A00000TzmLbUAJ,005F0000007WnNDIA0,0062A00000moPBPQA2,a0I2A00000XQHpHUAX
a0A2A00000TzmLcUAJ,005F0000007WnNDIA0,0062A00000mo9WcQAI,a0I2A00000XQHpIUAX
a0A2A00000TzmLdUAJ,005F0000007WnNDIA0,0062A00000mo9WcQAI,a0I2A00000XQHpLUAX
a0A2A00000TzmLeUAJ,005F0000007WnNDIA0,0062A00000mo9W8QAI,a0I2A00000XQHpLUAX
a0A2A00000TzmLfUAJ,005F0000007WnNDIA0,0062A00000mo9WcQAI,a0I2A00000XQHpQUAX
a0A2A00000TzmLgUAJ,005F0000007WnNDIA0,0062A00000mobenQAA,a0I2A00000XQHpMUAX
a0A2A00000TzmLhUAJ,005F0000007WnNDIA0,0062A00000mo8TnQAI,a0I2A00000XQHpVUAX
a0A2A00000TzmLiUAJ,005F0000007WnNDIA0,0062A00000mo9A7QAI,a0I2A00000XQHpWUAX
a0A2A00000TzmLnUAJ,005F0000007WnNDIA0,0062A00000moKGVQA2,a0I2A00000XQHpWUAX
a0A2A00000TzmLpUAJ,005F0000007WnNDIA0,0062A00000mobvnQAA,a0I2A00000XQHpRUAX
a0A2A00000TzmLqUAJ,005F0000007WnNDIA0,0062A00000moIW3QAM,a0I2A00000XQHpRUAX
a0A2A00000TzmLsUAJ,005F0000007WnNDIA0,0062A00000mofuHQAQ,a0I2A00000XQHpYUAX
a0A2A00000TzmLtUAJ,005F0000007WnNDIA0,0062A00000moggKQAQ,a0I2A00000XQHpZUAX
a0A2A00000TzmLuUAJ,005F0000007WnNDIA0,0062A00000mo8jkQAA,a0I2A00000XQHpbUAH
a0A2A00000TzmLvUAJ,005F0000007WnNDIA0,0062A00000moTnXQAU,a0I2A00000XQHpcUAH
a0A2A00000TzmLwUAJ,005F0000007WnNDIA0,0062A00000moaV0QAI,a0I2A00000XQHpdUAH
a0A2A00000TzmLxUAJ,005F0000007WnNDIA0,0062A00000moaLSQAY,a0I2A00000XQHpdUAH
a0A2A00000TzmLyUAJ,005F0000007WnNDIA0,0062A00000moRgAQAU,a0I2A00000XQHpNUAX
a0A2A00000TzmLzUAJ,005F0000007WnNDIA0,0062A00000moYE8QAM,a0I2A00000XQHpeUAH
a0A2A00000TzmM0UAJ,005F0000007WnNDIA0,0062A00000moRvJQAU,a0I2A00000XQHpfUAH
a0A2A00000TzmM1UAJ,005F0000007WnNDIA0,0062A00000moTo5QAE,a0I2A00000XQHpSUAX
a0A2A00000TzmM2UAJ,005F0000007WnNDIA0,0062A00000moKgiQAE,a0I2A00000XQHpgUAH
a0A2A00000TzmM3UAJ,005F0000007WnNDIA0,0062A00000moEAlQAM,a0I2A00000XQHphUAH
a0A2A00000TzmM4UAJ,005F0000007WnNDIA0,0062A00000mo9HOQAY,a0I2A00000XQHphUAH
a0A2A00000TzmM5UAJ,005F0000007WnNDIA0,0062A00000mog4GQAQ,a0I2A00000XQHphUAH
a0A2A00000TzmM6UAJ,005F0000007WnNDIA0,0062A00000moWhlQAE,a0I2A00000XQHp7UAH
a0A2A00000TzmM7UAJ,005F0000007WnNDIA0,0062A00000moKPjQAM,a0I2A00000XQHpkUAH
a0A2A00000TzmM8UAJ,005F0000007WnNDIA0,0062A00000moBYhQAM,a0I2A00000XQHpkUAH
a0A2A00000TzmM9UAJ,005F0000007WnNDIA0,0062A00000moFKYQA2,a0I2A00000XQHplUAH
a0A2A00000TzmMAUAZ,005F0000007WnNDIA0,0062A00000moQrlQAE,a0I2A00000XQHpmUAH
a0A2A00000TzmMBUAZ,005F0000007WnNDIA0,0062A00000mo8YEQAY,a0I2A00000XQHppUAH
a0A2A00000TzmMCUAZ,005F0000007WnNDIA0,0062A00000moMQtQAM,a0I2A00000XQHpuUAH
a0A2A00000TzmMDUAZ,005F0000007WnNDIA0,0062A00000moZvbQAE,a0I2A00000XQHpvUAH
a0A2A00000TzmMEUAZ,005F0000007WnNDIA0,0062A00000moC0jQAE,a0I2A00000XQHpwUAH
a0A2A00000TzmMHUAZ,005F0000007WnNDIA0,0062A00000moSDPQA2,a0I2A00000XQHpqUAH
a0A2A00000TzmMMUAZ,005F0000007WnNDIA0,0062A00000mod5tQAA,a0I2A00000XQHpqUAH
a0A2A00000TzmMNUAZ,005F0000007WnNDIA0,0062A00000moGCtQAM,a0I2A00000XQHprUAH
a0A2A00000TzmMRUAZ,005F0000007WnNDIA0,0062A00000moSwEQAU,a0I2A00000XQHptUAH
a0A2A00000TzmMWUAZ,005F0000007WnNDIA0,0062A00000moJfMQAU,a0I2A00000XQHpzUAH
a0A2A00000TzmMXUAZ,005F0000007WnNDIA0,0062A00000moeecQAA,a0I2A00000XQHq0UAH
a0A2A00000TzmMYUAZ,005F0000007WnNDIA0,0062A00000mo8fsQAA,a0I2A00000XQHq1UAH
a0A2A00000TzmMZUAZ,005F0000007WnNDIA0,0062A00000mocrFQAQ,a0I2A00000XQHq2UAH
a0A2A00000TzmMaUAJ,005F0000007WnNDIA0,0062A00000moGjTQAU,a0I2A00000XQHq3UAH
a0A2A00000TzmMbUAJ,005F0000007WnNDIA0,0062A00000moHbMQAU,a0I2A00000XQHq4UAH
a0A2A00000TzmMcUAJ,005F0000007WnNDIA0,0062A00000mo9HIQAY,a0I2A00000XQHq5UAH
a0A2A00000TzmMdUAJ,005F0000007WnNDIA0,0062A00000moZJbQAM,a0I2A00000XQHq6UAH
a0A2A00000TzmMeUAJ,005F0000007WnNDIA0,0062A00000moEMTQA2,a0I2A00000XQHq6UAH
a0A2A00000TzmMfUAJ,005F0000007WnNDIA0,0062A00000moIULQA2,a0I2A00000XQHq7UAH
a0A2A00000TzmMgUAJ,005F0000007WnNDIA0,0062A00000moVlcQAE,a0I2A00000XQHq8UAH
a0A2A00000TzmMhUAJ,005F0000007WnNDIA0,0062A00000moK3HQAU,a0I2A00000XQHq9UAH
a0A2A00000TzmMiUAJ,005F0000007WnNDIA0,0062A00000moRrHQAU,a0I2A00000XQHqAUAX
a0A2A00000TzmMjUAJ,005F0000007WnNDIA0,0062A00000moDXuQAM,a0I2A00000XQHqAUAX
a0A2A00000TzmMkUAJ,005F0000007WnNDIA0,0062A00000mod7uQAA,a0I2A00000XQHqBUAX
a0A2A00000TzmMqUAJ,005F0000007WnNDIA0,0062A00000mod7uQAA,a0I2A00000XQHqCUAX
a0A2A00000TzmMrUAJ,005F0000007WnNDIA0,0062A00000mod89QAA,a0I2A00000XQHqCUAX
a0A2A00000TzmMsUAJ,005F0000007WnNDIA0,0062A00000moM9oQAE,a0I2A00000XQHqEUAX
a0A2A00000TzmMtUAJ,005F0000007WnNDIA0,0062A00000moc4GQAQ,a0I2A00000XQHqFUAX
a0A2A00000TzmMuUAJ,005F0000007WnNDIA0,0062A00000moaQgQAI,a0I2A00000XQHqGUAX
a0A2A00000TzmMvUAJ,005F0000007WnNDIA0,0062A00000moKqxQAE,a0I2A00000XQHqHUAX
a0A2A00000TzmMwUAJ,005F0000007WnNDIA0,0062A00000mo9GpQAI,a0I2A00000XQHqIUAX
a0A2A00000TzmN0UAJ,005F0000007WnNDIA0,0062A00000moTM8QAM,a0I2A00000XQHqJUAX
a0A2A00000TzmN1UAJ,005F0000007WnNDIA0,0062A00000mocZ0QAI,a0I2A00000XQHqJUAX
a0A2A00000TzmN2UAJ,005F0000007WnNDIA0,0062A00000modq8QAA,a0I2A00000XQHpOUAX
