id_accs,active_deals,activity_count,buyer_book,servicing_contract,investor_type,cmbs,consultant,correspondent,foreign,master_servicer,lender_book,loan_sales_book,loan_servicing,num_deals_as_client,num_deals_as_investor,number_of_properties,number_of_related_deals,number_of_related_properties,number_of_won_deals_as_client
0012A000024GPlCQAW,23,21751,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,5,55,72,66,16
0012A000023XuX9QAK,8,22896,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,6,4,15,7,1
0012A000023XvKQQA0,1,4081,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,2,1,0
0012A000023XoFpQAK,15,25365,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,7,8,155,20,161,7
0012A000024GNmMQAW,1,9245,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0,53,2,55,1
0012A000023XlnvQAC,12,1579,FALSE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,12,6,16,12,0
0012A00002DxHm5QAF,1,5,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0,14,2,14,0
0012A000023Xlo5QAC,14,68,FALSE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,14,0,14,1,0
0012A000023XloUQAS,5,25169,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,4,14,6,15,1
0012A000023XvgbQAC,83,29975,TRUE,FALSE,Credit/Specialty Finance Company,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,26,57,24,107,72,23
0012A000023XmP3QAK,89,28657,TRUE,TRUE,Conduit/CMBS,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,45,44,25,241,63,37
0012A000023XlolQAC,13,5045,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,12,1,7,19,7,8
0012A000023XloyQAC,4,8844,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,2,8,9,9,1
0012A000023Y8hXQAS,15,37892,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,9,6,43,23,48,7
0012A000023Y6oWQAS,1,159,FALSE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,1,0
0012A000023XlpXQAS,43,4891,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,39,4,25,56,29,35
0012A000023Y9MfQAK,28,7626,TRUE,FALSE,Credit/Specialty Finance Company,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,28,0,28,28,0
0012A000023YEzTQAW,18,16338,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,17,1,2,27,6,10
0012A000023XqhOQAS,3,18941,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,2,7,4,7,1
0012A000023YGLaQAO,2,1441,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,2,1,2,1,0
0012A000023Y8R8QAK,1,94,FALSE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,1,0
0012A000023XlpDQAS,18,26683,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,13,5,199,33,207,12
0012A000023XzBlQAK,6,5250,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,4,14,6,15,1
0012A000023XlpSQAS,3,5283,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2,8,4,8,0
0012A000023XnvEQAS,5,562,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,27,9,29,0
0012A000023Y5y4QAC,56,13757,TRUE,TRUE,Bank / Thrift,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3,53,7,58,77,3
0012A000023XlqQQAS,6,6608,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,2,112,11,112,4
0012A000023Xs9BQAS,6,626,FALSE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,0,6,4,0
0012A000023XlqcQAC,17,11213,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,17,0,20,28,34,11
0012A000023YDpLQAW,2,0,FALSE,FALSE,Pension Fund,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,2,1,0
0012A000023YF3wQAG,4,2905,TRUE,FALSE,Corporate Investor/User,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,1,4,1,0
0012A000023Y8N0QAK,1,48,FALSE,FALSE,Corporate Investor/User,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,1,0
0012A000023XlqfQAC,2,0,FALSE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,4,3,4,1
0012A000023XyjaQAC,3,10203,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,0,10,6,13,1
0012A000023YIMQQA4,8,8978,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,7,1,7,16,7,6
0012A000023YFUYQA4,1,2897,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,13,3,17,0
0012A000023YIyVQAW,1,200,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,1,1,1,0
0012A000023XlqzQAC,6,108,FALSE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,39,10,41,5
0012A000023Xlr9QAC,8,0,FALSE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,1,9,1,7
0012A000023XoTeQAK,20,865,FALSE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,19,2,21,14,1
0012A000023XoUDQA0,17,1837,FALSE,TRUE,Life Insurance Company,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,17,0,18,5,0
0012A000023YGAOQA4,1,1193,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,9,1,10,0
0012A000023Xp5LQAS,58,3116,TRUE,FALSE,Private Investor/Developer,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,9,49,2,92,17,9
0012A000023YFEMQA4,4,1248,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,1,0,5,1,0
0012A000023Xn3qQAC,11,3202,TRUE,FALSE,Credit/Specialty Finance Company,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,11,6,12,22,0
0012A000023Xye4QAC,19,1883,TRUE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,18,3,23,34,1
0012A000023XlswQAC,8,13266,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3,5,3,11,4,0
0012A000023Xlu3QAC,4,4852,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,20,9,20,2
0012A000023Xlu8QAC,40,32142,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,35,5,51,78,61,30
0012A000023Xp4LQAS,44,53762,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,34,10,65,64,74,16
0012A000023XyCbQAK,9,10028,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,9,31,12,31,0
0012A000023XsS6QAK,22,11365,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,19,3,2,36,3,13
0012A000023Xv1jQAC,6,16352,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,3,11,13,12,3
0012A000023YBGNQA4,131,4355,TRUE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,17,114,0,133,17,16
0012A000023XlurQAC,6,8403,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,2,15,12,15,4
0012A000027yptZQAQ,24,5031,FALSE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,24,18,26,35,0
0012A000023Y308QAC,3,759,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,3,1,8,1,0
0012A000023YDvkQAG,15,29718,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,9,6,17,6,5
0012A000023Xs2sQAC,4,4354,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,3,4,6,4,0
0012A000023Y1ZgQAK,3,1608,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,2,34,7,35,1
0012A000023XniyQAC,27,13823,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,25,2,32,58,38,21
0012A000023Y3BBQA0,1,889,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,1,4,1,4,0
0012A000024GNwpQAG,2,59805,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,0,43,5,119,1
0012A000023XyYSQA0,8,25588,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5,3,7,18,10,5
0012A000023Xn5YQAS,6,6374,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,3,5,12,5,2
0012A000023YCezQAG,33,11118,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,28,5,15,48,17,27
0012A000023Xs6CQAS,2,3344,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,3,1,1
0012A000023YIQSQA4,19,35297,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,13,46,40,66,4
0012A000023XndRQAS,7,8474,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,5,4,8,4,2
0012A000023Xr3MQAS,2,11915,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,0,0,2,2,0
0012A000023Y18UQAS,8,1967,FALSE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,8,0,8,6,0
0012A000023XlvLQAS,4,5315,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,3,3,9,4,0
0012A000023Xul6QAC,1,4438,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,70,1,70,0
0012A000023XtAIQA0,36,1572,FALSE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,36,8,40,49,0
0012A000023YCW2QAO,2,339,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,2,2,1
0012A000023XwQAQA0,7,30199,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,6,61,9,63,0
0012A000023YLlXQAW,1,0,FALSE,FALSE,Corporate Investor/User,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,21,1,21,0
0012A000023Y65TQAS,1,0,FALSE,FALSE,Corporate Investor/User,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,1,0
0012A000023XrrqQAC,11,566,FALSE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,11,17,10,21,0
0012A000023Y8fpQAC,14,1116,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,13,1,12,16,12,12
0012A000023XpsIQAS,1,0,FALSE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,1,0
0012A000023YCnZQAW,9,1198,TRUE,FALSE,REIT,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,9,0,9,7,0
0012A000023YFz4QAG,21,4917,TRUE,TRUE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,18,0,24,21,2
0012A000023Y1RGQA0,10,241,FALSE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10,0,10,8,0
0012A000023XwVdQAK,2,295,FALSE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,0,2,1,0
0012A000023XvVYQA0,7,11494,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,3,30,11,31,4
0012A000023Y5BhQAK,8,3475,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,6,2,9,9,9,4
0012A000023YGBjQAO,21,8619,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16,5,17,28,18,13
0012A000023XxANQA0,74,17928,TRUE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,73,106,79,163,1
0012A000023Xlx7QAC,47,21034,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,40,7,21,77,26,29
0012A00002An3pdQAB,139,16839,FALSE,FALSE,Life Insurance Company,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,24,115,74,150,104,20
0012A000023XlxlQAC,2,1265,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,3,1,1
0012A000023YFAMQA4,1,202,FALSE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,1,0,3,1,0
0012A000023XyqPQAS,12,13517,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,7,28,13,30,3
0012A000023YDvoQAG,0,7,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,1,0,1,0
0012A000023XxlOQAS,8,1001,TRUE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,8,1,10,12,0
0012A000023XymtQAC,50,40650,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,46,4,45,68,57,35
0012A000023XlyQQAS,1,17745,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,31,1,31,0
0012A000023XpG7QAK,8,8546,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,2,1,8,1,6
0012A000023YD7OQAW,17,48073,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,6,11,40,24,44,4
0012A000023XsS4QAK,1,1901,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,1,1,1,0
0012A000023XmxNQAS,4,1266,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,7,4,7,2
0012A000023Xv1HQAS,1,4708,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0,4,1,5,0
0012A000023XlzTQAS,29,10783,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,28,1,15,50,15,27
0012A000023Xs3rQAC,6,547,FALSE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,6,0,6,3,0
0012A000023Xm07QAC,38,75459,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,26,12,47,78,82,14
0012A000026WRM5QAO,5,10180,TRUE,FALSE,Property Owner,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,2,40,8,41,1
0012A000023XrtzQAC,4,5124,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,5,4,5,2
0012A000023Y5QkQAK,1,22,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,1,2,0
0012A000023Y3AbQAK,4,12317,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,3,19,8,20,1
0012A000023YE82QAG,15,6296,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,14,1,6,21,7,14
0012A000023YBRMQA4,4,561,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,4,29,4,29,0
0012A000023XzjfQAC,9,11341,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,5,4,31,18,34,3
0012A000023Y1zBQAS,1,0,FALSE,FALSE,Corporate Investor/User,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,1,0
0012A000023Xm0QQAS,34,57201,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,26,8,28,51,39,22
0012A000023XwTOQA0,29,56243,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,24,5,57,36,67,13
0012A000023Y15QQAS,3,205,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,3,6,3,6,0
0012A000023Xm0qQAC,21,23135,TRUE,FALSE,Credit/Specialty Finance Company,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,8,13,6,46,14,6
0012A000023Xm0uQAC,51,1321,FALSE,FALSE,Life Insurance Company,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,48,0,57,24,3
0012A000023YDPlQAO,2,5069,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,17,3,17,1
0012A000023Xm19QAC,3,667,TRUE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,3,11,3,13,0
0012A000023Xv6iQAC,1,2836,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0,6,3,7,1
0012A000023Xzf7QAC,4,482,TRUE,FALSE,Corporate Investor/User,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,4,1,3
0012A000023XmlrQAC,16,38940,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,15,1,58,18,62,7
0012A000026WRTMQA4,0,0,TRUE,FALSE,Property Owner,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,32,0,32,0
0012A000023YBRHQA4,8,12279,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,7,1,33,16,45,3
0012A000023YFSVQA4,5,2773,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,2,7,5,7,2
0012A000023YKs2QAG,0,6502,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,15,0,15,0
0012A00002BFGduQAH,0,0,TRUE,FALSE,Account,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,1,0,1,0
0012A000023XppEQAS,6,1528,FALSE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,6,0,6,2,0
0012A000023Xm1PQAS,1,6077,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,1,0
0012A000023Xm1ZQAS,2,192,FALSE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,2,1,2,2,0
0012A000023Xm1dQAC,48,2081,TRUE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,48,7,51,29,0
0012A000023YCkZQAW,20,1165,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,5,8,26,14,15
0012A000023YH1tQAG,1,893,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0,1,1,2,1
0012A000023XtXjQAK,3,8285,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2,27,3,28,1
0012A000023YHlZQAW,2,55,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,5,2,5,0
0012A000023Xm2MQAS,12,13039,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,1,43,20,51,10
0012A000023XuZTQA0,24,22544,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,14,10,27,34,30,13
0012A000023Xm2WQAS,3,607,FALSE,FALSE,Bank / Thrift,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,3,0,3,2,0
0012A000023Xm2cQAC,8,12593,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,6,2,47,11,49,2
0012A000023YAAiQAO,1,569,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,1,0
0012A000023XuzXQAS,38,5357,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34,4,18,54,20,33
0012A000023Xm2nQAC,7,5898,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,6,1,24,14,31,3
0012A000023YC3lQAG,12,2842,TRUE,FALSE,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,1,24,18,24,7
0012A000023YAdjQAG,78,19998,TRUE,TRUE,Conduit/CMBS,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,74,0,88,65,4
0012A000023YEO4QAO,25,46668,TRUE,FALSE,Advisor/Equity Fund,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,20,5,9,34,14,17
0012A000023XtIEQA0,18,8662,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,17,1,9,34,14,9
0012A000023YB1pQAG,4,524,TRUE,FALSE,Corporate Investor/User,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,1,4,1,1
0012A000023XpRaQAK,6,11223,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,6,0,72,17,74,3
0012A000023Xm3BQAS,1,0,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,1,0
0012A000023YHIvQAO,0,3468,TRUE,FALSE,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,12,2,12,0
0012A000023XsjhQAC,15,23466,TRUE,FALSE,Private Investor/Developer,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,12,3,50,22,55,7
0012A000026Wb6GQAS,0,0,TRUE,FALSE,Property Owner,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,3,0,3,0
